Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000111057.11	89.15%	94.77%	91.56%	91.56%	89.15%	89.16%	85.69%	na	na	86.93%	92.16%	91.56%	87.09%	na	86.67%	91.56%	91.56%	na	na	85.69%	na	91.56%	91.01%	91.56%	na	91.56%	87.81%	91.56%	91.56%	89.51%	91.56%	91.56%	88.76%	na
ENSG00000111262.6	90.40%	77.97%	na	na	na	na	na	na	na	78.04%	na	na	na	na	na	na	na	na	na	na	na	na	88.65%	na	na	78.02%	na	na	na	na	na	78.03%	na	88.65%
ENSG00000111664.11	83.51%	92.15%	90.59%	90.76%	85.85%	na	na	na	85.18%	88.22%	82.43%	na	91.21%	92.22%	85.32%	91.57%	81.39%	83.75%	na	89.03%	89.33%	91.58%	na	86.55%	92.63%	88.34%	79.09%	na	91.87%	92.77%	87.98%	89.57%	na	na
ENSG00000111669.15	84.86%	91.19%	91.19%	na	94.64%	na	na	85.52%	94.64%	94.64%	94.64%	85.79%	86.91%	89.41%	86.80%	97.08%	94.64%	89.41%	86.15%	88.45%	na	86.02%	94.61%	na	91.75%	91.75%	84.59%	87.76%	na	89.37%	91.19%	na	94.64%	89.41%
ENSG00000111678.11	94.69%	94.71%	94.64%	95.15%	94.75%	90.08%	na	91.50%	90.53%	94.73%	94.66%	100.00%	94.29%	94.42%	94.42%	90.53%	na	90.08%	100.00%	90.08%	94.62%	94.38%	95.22%	94.38%	94.74%	94.42%	95.29%	94.42%	91.50%	94.94%	94.68%	94.55%	90.04%	90.06%
ENSG00000111775.3	88.27%	na	na	na	na	na	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	na	na	na	na	na	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	na
ENSG00000111843.14	93.19%	93.19%	88.15%	93.19%	93.19%	na	93.19%	88.15%	93.19%	93.19%	93.19%	88.15%	93.19%	93.19%	88.15%	93.19%	97.37%	93.19%	93.19%	97.37%	88.15%	93.19%	97.37%	88.15%	88.15%	93.19%	93.19%	93.19%	93.19%	93.19%	93.19%	93.19%	93.19%	93.19%
ENSG00000112110.10	97.06%	94.90%	97.06%	97.06%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	97.04%	97.06%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	94.90%	97.04%	94.90%	94.90%	94.90%	97.06%	97.06%	97.06%	94.90%	97.06%	94.90%	94.90%
ENSG00000112115.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000112212.12	91.15%	94.10%	91.15%	94.10%	94.10%	na	89.76%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	91.15%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	94.10%	89.76%	89.76%
ENSG00000112238.12	98.84%	98.84%	98.84%	98.84%	98.84%	na	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%
ENSG00000112306.8	86.61%	100.00%	100.00%	100.00%	91.05%	na	100.00%	85.29%	100.00%	100.00%	86.55%	100.00%	100.00%	89.93%	100.00%	100.00%	100.00%	100.00%	86.75%	100.00%	91.32%	100.00%	100.00%	100.00%	86.75%	90.32%	85.29%	100.00%	86.81%	100.00%	100.00%	100.00%	85.29%	100.00%
ENSG00000112984.12	97.95%	98.68%	98.80%	97.27%	98.08%	na	96.48%	98.56%	98.06%	98.70%	98.98%	98.99%	98.56%	98.23%	99.24%	98.23%	98.29%	98.52%	98.83%	98.23%	97.95%	97.72%	98.37%	97.29%	99.25%	98.23%	98.41%	98.02%	99.02%	96.86%	98.83%	98.89%	97.95%	96.68%
ENSG00000113520.11	99.79%	99.79%	99.79%	99.79%	na	na	99.79%	na	99.79%	na	99.79%	99.79%	99.79%	99.79%	99.79%	99.79%	na	99.79%	99.79%	99.79%	99.79%	99.86%	99.79%	na	99.79%	99.79%	99.79%	99.79%	99.86%	99.79%	99.79%	99.79%	na	na
ENSG00000114125.14	74.10%	na	74.10%	na	74.10%	85.67%	na	85.67%	85.67%	74.10%	74.10%	na	na	na	74.10%	74.10%	74.10%	74.10%	74.10%	85.67%	74.10%	85.67%	74.10%	na	74.10%	na	85.67%	74.10%	na	na	na	na	na	na
ENSG00000114315.4	100.00%	100.00%	99.87%	100.00%	na	na	99.96%	100.00%	100.00%	na	na	99.98%	na	100.00%	100.00%	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	99.94%	na	na	100.00%	na	na	100.00%
ENSG00000114349.10	85.98%	98.24%	na	100.00%	83.86%	na	na	83.99%	85.91%	98.42%	na	83.96%	85.96%	96.11%	85.97%	98.46%	85.98%	98.39%	85.89%	85.98%	85.98%	84.00%	na	83.95%	98.45%	85.91%	98.46%	100.00%	84.00%	98.46%	83.96%	na	98.35%	100.00%
ENSG00000114395.11	92.89%	na	na	92.89%	92.89%	na	92.89%	92.89%	90.96%	na	na	92.89%	92.89%	92.89%	92.89%	92.89%	na	92.89%	92.89%	92.89%	na	92.89%	92.89%	90.73%	92.89%	na	na	na	na	92.89%	92.89%	na	92.89%	92.89%
ENSG00000114784.4	94.63%	na	94.53%	100.00%	100.00%	na	100.00%	na	na	na	na	100.00%	100.00%	na	na	na	na	na	na	94.47%	100.00%	100.00%	na	na	94.63%	100.00%	100.00%	94.63%	na	na	94.57%	94.43%	na	na
ENSG00000114902.14	100.00%	100.00%	96.49%	100.00%	100.00%	na	100.00%	100.00%	96.49%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.51%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000114942.15	96.84%	99.06%	na	96.97%	96.21%	na	91.47%	96.44%	96.43%	96.24%	na	96.58%	95.62%	90.82%	na	96.24%	na	96.66%	na	96.16%	96.84%	na	96.78%	na	na	97.21%	96.38%	92.22%	94.03%	97.18%	96.43%	92.07%	na	97.21%
ENSG00000115234.11	98.52%	100.00%	98.32%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	99.79%	100.00%	98.32%	100.00%	100.00%	100.00%	98.46%	98.32%	100.00%	100.00%	99.98%	97.34%	100.00%	100.00%	100.00%	98.46%	100.00%	100.00%	100.00%	100.00%	99.84%	100.00%	na
ENSG00000115255.12	100.00%	91.39%	100.00%	100.00%	100.00%	91.45%	100.00%	100.00%	100.00%	91.35%	100.00%	91.60%	100.00%	91.45%	91.45%	100.00%	91.60%	91.44%	91.45%	91.45%	91.44%	91.45%	100.00%	91.34%	91.42%	91.60%	91.38%	100.00%	91.44%	91.39%	91.60%	91.45%	91.60%	100.00%
ENSG00000115274.15	92.94%	94.65%	96.98%	96.98%	93.62%	92.66%	93.62%	95.99%	92.49%	96.98%	96.98%	94.87%	96.55%	96.98%	96.53%	96.98%	95.97%	93.51%	92.66%	90.59%	96.98%	97.53%	96.98%	97.03%	92.79%	95.99%	94.43%	97.46%	96.98%	96.98%	96.98%	96.98%	96.39%	96.98%
ENSG00000115297.11	100.00%	100.00%	100.00%	99.21%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	94.69%	na	100.00%	100.00%	na	100.00%	100.00%	na	na	na
ENSG00000115386.6	na	92.21%	98.00%	na	96.53%	na	87.00%	87.50%	91.06%	99.32%	99.27%	na	na	na	na	87.50%	98.12%	na	86.94%	99.35%	90.91%	na	na	87.22%	na	99.39%	88.64%	na	96.53%	95.10%	97.96%	99.32%	99.35%	na
ENSG00000115446.12	na	na	na	99.86%	99.95%	na	99.98%	99.95%	na	99.91%	99.97%	99.97%	99.92%	99.96%	na	99.87%	na	99.93%	na	99.93%	na	99.94%	na	99.90%	na	99.94%	99.98%	99.81%	99.80%	na	99.97%	99.92%	na	98.38%
ENSG00000115507.10	92.86%	100.00%	99.52%	na	99.52%	93.26%	92.87%	na	99.51%	na	na	na	na	na	100.00%	100.00%	na	99.52%	99.15%	99.15%	99.15%	na	na	na	na	99.98%	na	92.34%	99.52%	92.73%	na	na	na	na
ENSG00000115541.11	na	100.00%	na	95.65%	97.56%	na	100.00%	98.71%	na	100.00%	na	97.56%	97.56%	97.56%	na	na	93.83%	na	na	100.00%	97.56%	na	100.00%	97.56%	100.00%	na	na	100.00%	95.07%	100.00%	na	100.00%	na	97.56%
ENSG00000115738.10	100.00%	na	100.00%	92.48%	100.00%	na	na	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	92.32%	100.00%	100.00%	na	92.48%	100.00%	100.00%	na	na	100.00%	na	na
ENSG00000116014.10	90.89%	87.99%	90.89%	91.16%	93.17%	91.33%	na	93.89%	90.89%	90.89%	89.21%	90.89%	87.99%	na	90.89%	93.15%	90.89%	93.12%	na	93.17%	na	na	na	na	na	88.95%	87.99%	na	na	90.89%	90.89%	93.04%	na	91.37%
ENSG00000116032.5	100.00%	84.89%	na	na	84.92%	na	na	na	na	100.00%	na	na	84.91%	na	na	na	84.81%	100.00%	100.00%	na	na	na	100.00%	99.94%	na	na	na	na	na	na	84.92%	na	na	na
ENSG00000116096.6	85.86%	85.86%	85.86%	85.86%	85.86%	na	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	na	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	na	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	85.86%	na	85.86%
ENSG00000116157.6	100.00%	100.00%	na	na	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	na	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	na	100.00%
ENSG00000116586.12	94.08%	94.08%	na	94.08%	na	na	94.08%	94.55%	94.08%	94.08%	89.83%	99.70%	94.08%	99.73%	99.73%	94.08%	na	94.08%	94.08%	na	94.08%	99.73%	90.86%	99.73%	99.73%	94.08%	94.08%	na	89.83%	94.08%	na	99.73%	99.68%	89.83%
ENSG00000116717.13	85.05%	90.34%	90.34%	85.05%	na	90.34%	na	na	88.10%	90.34%	na	91.24%	na	91.28%	88.07%	na	na	na	90.34%	90.34%	na	na	90.34%	91.28%	88.39%	90.34%	90.34%	90.34%	na	na	90.04%	85.05%	88.35%	90.34%
ENSG00000116726.5	75.13%	75.10%	75.13%	75.13%	75.11%	na	75.13%	75.13%	100.00%	75.13%	75.13%	75.13%	75.13%	75.13%	75.13%	75.13%	100.00%	100.00%	75.13%	75.13%	75.13%	100.00%	100.00%	75.11%	75.13%	75.11%	75.13%	75.11%	75.13%	75.11%	75.13%	75.13%	75.13%	75.13%
ENSG00000116741.8	100.00%	na	na	99.85%	100.00%	na	100.00%	na	na	na	99.80%	99.94%	100.00%	na	99.98%	na	na	na	na	99.94%	99.98%	99.80%	99.31%	na	99.96%	na	99.98%	99.98%	100.00%	na	99.70%	99.91%	100.00%	100.00%
ENSG00000116863.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000117152.14	91.21%	95.56%	98.29%	82.62%	86.37%	na	96.70%	90.55%	92.70%	92.38%	91.59%	92.49%	87.85%	97.84%	91.82%	91.48%	97.78%	85.38%	92.25%	91.96%	91.70%	92.34%	92.93%	97.81%	95.51%	97.09%	98.00%	97.37%	91.41%	91.73%	95.48%	91.77%	92.38%	91.40%
ENSG00000117399.14	98.46%	100.00%	92.26%	100.00%	100.00%	na	100.00%	83.40%	100.00%	93.59%	100.00%	92.26%	100.00%	100.00%	83.41%	100.00%	100.00%	98.46%	98.46%	100.00%	83.41%	100.00%	91.38%	98.46%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	92.91%	100.00%
ENSG00000117560.8	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%	76.68%
ENSG00000117877.11	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	na	na	na	na	na	100.00%
ENSG00000118298.12	82.68%	85.64%	84.58%	na	87.45%	na	87.63%	86.31%	87.63%	84.00%	91.16%	90.90%	86.31%	86.96%	86.86%	87.90%	84.30%	na	83.93%	82.04%	91.64%	82.83%	85.93%	84.45%	87.49%	na	87.49%	na	89.66%	84.48%	81.43%	87.56%	85.03%	81.62%
ENSG00000118526.7	na	100.00%	100.00%	na	100.00%	na	na	na	na	na	na	na	na	na	100.00%	na	na	100.00%	na	na	na	100.00%	na	na	na	100.00%	na	na	na	na	na	100.00%	100.00%	na
ENSG00000118655.8	86.30%	86.30%	86.30%	86.30%	86.30%	na	86.30%	86.30%	87.63%	86.30%	86.30%	na	87.63%	87.91%	87.91%	79.92%	87.44%	na	87.96%	86.30%	87.63%	86.30%	86.30%	79.92%	88.79%	86.30%	88.75%	na	na	na	80.53%	86.30%	86.30%	86.30%
ENSG00000119718.11	89.39%	82.91%	89.76%	81.71%	90.02%	91.05%	77.19%	82.50%	90.68%	83.00%	82.67%	83.00%	87.91%	88.25%	83.16%	88.34%	na	87.68%	83.70%	87.71%	90.91%	90.27%	na	89.01%	84.16%	na	na	84.40%	90.03%	89.97%	90.20%	90.27%	82.72%	90.63%
ENSG00000119862.13	99.10%	99.04%	99.10%	98.15%	86.27%	na	99.10%	99.10%	97.69%	98.41%	99.10%	76.46%	86.27%	88.35%	99.08%	98.42%	86.27%	99.09%	86.27%	99.10%	99.10%	99.10%	88.35%	99.08%	99.10%	98.45%	86.27%	98.45%	100.00%	99.09%	99.08%	99.10%	86.27%	78.73%
ENSG00000119915.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000121068.14	99.61%	99.35%	99.51%	na	99.61%	99.51%	na	99.35%	99.35%	99.51%	99.35%	99.51%	na	99.35%	99.51%	na	99.51%	99.51%	na	99.35%	99.61%	99.51%	99.35%	na	99.51%	na	99.35%	na	99.35%	99.61%	99.35%	99.35%	99.35%	99.61%
ENSG00000121797.10	98.21%	99.72%	100.00%	na	na	na	99.96%	na	na	na	100.00%	na	98.59%	na	na	na	na	na	na	na	99.99%	100.00%	na	na	na	na	na	na	na	100.00%	na	na	na	na
ENSG00000121807.7	100.00%	na	na	na	100.00%	na	99.56%	na	na	na	na	100.00%	na	na	94.38%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	94.95%	na	na
ENSG00000122026.11	97.59%	99.53%	97.76%	97.85%	98.33%	na	97.32%	97.36%	98.35%	97.57%	97.13%	97.28%	97.51%	97.94%	96.73%	98.78%	99.58%	96.33%	97.17%	96.97%	99.92%	98.99%	99.16%	99.49%	99.17%	96.69%	97.17%	96.40%	98.97%	97.53%	99.22%	95.13%	99.57%	97.20%
ENSG00000122035.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	na
ENSG00000122133.17	97.54%	94.88%	95.75%	95.32%	96.24%	na	90.31%	95.32%	97.54%	95.32%	97.54%	94.80%	97.24%	96.92%	97.27%	94.80%	93.31%	95.32%	94.32%	92.50%	93.75%	97.54%	95.75%	89.15%	97.54%	95.32%	97.54%	96.10%	97.54%	92.11%	95.75%	94.80%	95.32%	96.93%
ENSG00000122140.13	94.88%	91.37%	93.46%	na	94.18%	na	95.17%	94.37%	na	93.46%	93.46%	93.46%	94.18%	94.14%	92.24%	92.53%	94.18%	94.70%	95.21%	94.74%	na	89.51%	na	94.18%	93.46%	na	94.18%	95.50%	94.18%	94.56%	94.18%	94.17%	95.13%	na
ENSG00000122386.11	81.85%	83.10%	81.85%	79.26%	81.85%	na	81.85%	73.30%	81.24%	83.93%	84.43%	70.42%	75.53%	85.92%	70.42%	81.85%	83.93%	81.85%	84.40%	70.42%	70.42%	84.43%	78.43%	81.85%	81.85%	84.43%	84.40%	84.42%	80.88%	70.42%	81.85%	83.93%	83.93%	81.85%
ENSG00000122585.8	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000122852.15	70.80%	100.00%	81.58%	95.60%	100.00%	na	81.15%	67.66%	na	70.74%	100.00%	na	81.15%	na	71.05%	67.85%	100.00%	100.00%	67.03%	70.42%	na	na	100.00%	81.58%	100.00%	81.06%	67.03%	84.20%	na	67.52%	82.12%	na	na	70.80%
ENSG00000122861.16	88.79%	na	90.17%	89.31%	83.30%	na	87.53%	87.53%	87.49%	89.22%	na	87.52%	89.41%	88.77%	na	90.05%	79.34%	89.31%	90.11%	na	87.53%	90.19%	90.04%	87.41%	87.50%	87.64%	88.79%	90.11%	87.64%	88.77%	na	na	90.11%	89.28%
ENSG00000123353.10	99.31%	99.17%	100.00%	99.25%	99.25%	na	na	100.00%	99.31%	99.31%	99.27%	100.00%	99.30%	99.31%	na	na	99.29%	99.29%	99.31%	99.31%	99.31%	100.00%	99.30%	99.28%	99.29%	na	na	99.28%	99.29%	99.26%	99.31%	99.23%	99.01%	na
ENSG00000123395.15	94.95%	99.84%	94.58%	96.47%	96.62%	na	na	93.74%	na	98.42%	na	91.49%	na	na	99.85%	91.54%	na	91.28%	na	90.45%	na	na	na	99.84%	94.63%	na	na	99.72%	na	na	95.19%	na	na	na
ENSG00000123975.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124102.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124103.10	na	na	99.25%	na	99.25%	na	100.00%	na	100.00%	99.25%	100.00%	na	na	99.25%	na	100.00%	na	na	99.25%	na	na	na	99.25%	na	na	100.00%	na	na	100.00%	100.00%	na	100.00%	99.25%	na
ENSG00000124157.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124216.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124233.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124253.11	97.33%	97.36%	na	na	na	na	na	na	na	99.30%	98.25%	97.38%	na	98.80%	na	na	na	na	na	na	na	na	na	na	99.94%	na	na	na	na	99.26%	na	na	98.81%	98.37%
ENSG00000124391.5	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na
ENSG00000124444.16	84.51%	na	84.51%	84.51%	na	na	81.93%	84.51%	84.51%	81.93%	84.51%	83.69%	na	na	84.51%	84.51%	na	na	84.51%	84.51%	84.51%	84.51%	84.51%	na	84.51%	84.51%	83.69%	na	84.51%	84.51%	na	84.51%	na	84.51%
ENSG00000124593.16	53.30%	45.26%	49.29%	53.83%	45.26%	55.29%	52.40%	49.47%	45.41%	52.84%	45.42%	57.10%	49.27%	45.26%	57.09%	49.96%	49.28%	49.78%	48.99%	52.85%	51.52%	49.98%	54.30%	49.27%	52.85%	48.27%	57.66%	45.26%	56.12%	62.00%	45.26%	45.26%	45.26%	56.61%
ENSG00000124702.19	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124713.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124935.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124939.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125084.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125148.7	100.00%	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	95.41%	na	na	95.55%	na	na	na	95.52%	100.00%	na	na	na	na	na	na	na	na	95.55%	na
ENSG00000125356.7	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%
ENSG00000125363.14	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125398.8	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125445.11	95.40%	95.40%	95.40%	100.00%	na	95.76%	95.42%	100.00%	95.40%	95.16%	100.00%	na	88.77%	na	88.46%	95.40%	100.00%	95.40%	95.76%	95.40%	95.74%	95.74%	95.76%	93.14%	95.40%	na	100.00%	95.40%	100.00%	92.45%	95.42%	92.45%	na	100.00%
ENSG00000125492.11	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125520.14	na	97.53%	85.50%	100.00%	na	na	92.71%	91.67%	83.23%	na	na	73.37%	95.88%	92.49%	na	100.00%	91.41%	na	92.45%	na	85.09%	88.70%	84.95%	99.87%	87.46%	87.61%	99.88%	92.87%	82.23%	100.00%	na	95.60%	96.64%	96.97%
ENSG00000125534.10	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	94.92%	100.00%	100.00%	100.00%	94.92%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	93.41%	100.00%	100.00%	100.00%	100.00%	94.92%	100.00%	100.00%	100.00%	100.00%	na
ENSG00000125571.10	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	98.23%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
