Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000125652.8	89.56%	100.00%	86.34%	86.34%	86.34%	na	86.34%	86.34%	86.34%	89.56%	86.34%	86.34%	86.34%	100.00%	86.34%	100.00%	86.34%	100.00%	100.00%	100.00%	89.56%	86.34%	86.34%	100.00%	100.00%	86.34%	86.34%	86.34%	89.56%	100.00%	86.34%	86.34%	100.00%	89.56%	86.34%
ENSG00000125656.11	100.00%	na	na	96.34%	100.00%	na	98.37%	94.40%	98.34%	na	na	94.05%	96.35%	na	100.00%	na	96.34%	96.66%	na	97.51%	100.00%	97.24%	na	na	97.87%	100.00%	98.37%	97.48%	99.26%	98.30%	96.34%	96.89%	98.55%	na	na
ENSG00000125657.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000125787.11	na	na	100.00%	na	na	na	na	na	na	na	na	79.95%	100.00%	na	na	100.00%	na	na	100.00%	na	na	na	na	na	na	na	100.00%	na	na	na	na	100.00%	na	100.00%	na
ENSG00000125815.9	95.66%	95.66%	95.66%	95.66%	95.66%	100.00%	100.00%	100.00%	100.00%	95.66%	95.66%	100.00%	95.66%	100.00%	100.00%	95.66%	95.66%	100.00%	95.66%	100.00%	95.66%	95.66%	95.66%	95.66%	100.00%	100.00%	100.00%	100.00%	100.00%	95.66%	100.00%	100.00%	95.66%	95.66%	95.66%
ENSG00000125843.11	96.20%	na	97.55%	97.14%	95.56%	na	100.00%	100.00%	100.00%	96.14%	99.90%	97.14%	99.91%	97.55%	97.49%	99.80%	97.55%	97.55%	99.83%	99.83%	95.56%	97.49%	96.20%	97.14%	na	100.00%	97.14%	97.55%	97.55%	99.90%	97.55%	99.80%	99.80%	na	96.20%
ENSG00000125901.6	100.00%	81.69%	100.00%	100.00%	81.55%	100.00%	100.00%	99.11%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125962.16	98.03%	na	99.09%	na	na	na	97.19%	na	na	96.85%	98.82%	97.39%	na	98.61%	100.00%	100.00%	na	na	na	100.00%	96.95%	97.19%	na	98.94%	na	na	97.19%	na	99.09%	97.19%	na	97.38%	na	na	98.55%
ENSG00000125995.16	na	100.00%	na	na	na	na	na	na	na	na	93.64%	na	100.00%	na	na	na	na	na	na	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
ENSG00000126254.12	96.56%	na	99.95%	96.16%	99.59%	na	99.91%	97.15%	99.45%	98.81%	99.05%	97.15%	99.91%	99.95%	96.20%	96.52%	96.56%	99.05%	98.50%	99.20%	98.91%	96.66%	96.59%	na	99.48%	98.94%	98.62%	99.32%	97.11%	na	98.94%	96.27%	na	na	95.56%
ENSG00000126264.10	100.00%	100.00%	93.14%	100.00%	100.00%	na	93.14%	93.14%	100.00%	100.00%	100.00%	100.00%	93.14%	93.14%	100.00%	93.14%	93.14%	93.14%	93.14%	100.00%	93.14%	100.00%	93.14%	100.00%	100.00%	100.00%	100.00%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%
ENSG00000126432.14	89.78%	99.29%	89.78%	99.29%	99.29%	na	89.78%	95.45%	99.29%	90.91%	89.78%	95.45%	95.45%	95.45%	90.91%	99.29%	89.78%	95.45%	89.78%	99.29%	89.78%	89.78%	95.45%	99.29%	89.78%	89.78%	89.78%	99.29%	89.78%	89.78%	89.78%	95.45%	90.91%	na	95.45%
ENSG00000126549.11	na	97.94%	100.00%	na	na	na	100.00%	na	na	na	97.88%	97.84%	99.04%	na	97.84%	na	97.87%	na	na	na	97.07%	na	na	na	na	98.01%	na	97.87%	na	na	100.00%	na	na	97.07%	96.82%
ENSG00000126895.16	na	89.73%	na	87.43%	93.23%	na	91.92%	na	97.56%	89.76%	97.85%	89.71%	94.16%	98.09%	na	90.78%	na	na	90.38%	na	na	97.97%	na	na	97.67%	na	92.91%	98.17%	91.00%	92.57%	93.97%	90.98%	98.09%	92.97%	93.38%
ENSG00000126947.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%
ENSG00000127184.13	94.23%	98.24%	na	na	95.16%	na	100.00%	na	na	na	92.08%	na	95.16%	92.08%	na	na	95.16%	na	na	na	na	na	na	na	95.16%	98.24%	95.16%	92.08%	na	94.37%	na	100.00%	na	na	na
ENSG00000127528.6	na	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	97.40%	na	na	100.00%	100.00%	100.00%	100.00%	na	na	na	na	na	100.00%	na	na	96.51%	100.00%	100.00%	na	na
ENSG00000127554.13	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	100.00%	100.00%	na	97.65%	na	na	na	na	na	na	na	100.00%	100.00%	na	na
ENSG00000127561.16	95.66%	na	89.74%	96.55%	95.60%	na	93.71%	94.53%	93.76%	98.44%	91.64%	na	93.71%	na	93.71%	95.60%	95.61%	na	93.71%	93.71%	95.65%	93.71%	91.63%	na	95.65%	89.74%	93.71%	95.66%	96.91%	95.61%	93.76%	98.45%	na	na	na
ENSG00000128045.7	na	na	na	100.00%	100.00%	na	100.00%	100.00%	na	na	na	94.59%	94.59%	100.00%	na	94.07%	na	na	96.13%	100.00%	na	94.59%	96.13%	94.59%	96.15%	100.00%	100.00%	94.60%	100.00%	100.00%	100.00%	94.59%	96.13%	96.13%	na
ENSG00000128165.9	99.90%	na	na	na	na	na	na	na	na	na	na	97.21%	99.90%	na	na	98.88%	97.21%	98.91%	na	97.19%	na	97.21%	97.20%	97.20%	97.19%	na	na	na	97.19%	98.67%	99.90%	97.21%	na	na	97.21%
ENSG00000128228.5	na	na	100.00%	na	na	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	na	100.00%	100.00%	na	100.00%
ENSG00000128283.7	na	na	na	97.73%	na	na	na	na	98.33%	na	98.31%	91.41%	na	na	97.38%	na	na	na	97.65%	na	100.00%	97.73%	98.32%	na	93.12%	na	98.25%	96.26%	92.11%	na	95.29%	97.21%	97.64%	na	98.93%
ENSG00000128285.5	100.00%	na	na	na	na	na	na	na	na	na	95.00%	na	100.00%	na	na	100.00%	na	na	na	na	100.00%	na	na	na	na	95.00%	95.00%	na	na	na	95.00%	na	100.00%	na	na
ENSG00000128482.16	97.84%	91.85%	92.76%	90.77%	99.55%	na	na	98.15%	na	na	97.84%	99.39%	99.66%	96.53%	91.85%	100.00%	98.03%	na	100.00%	99.49%	91.85%	93.12%	100.00%	na	97.84%	100.00%	100.00%	99.39%	97.84%	97.33%	na	100.00%	na	na	97.73%
ENSG00000128524.5	na	100.00%	100.00%	na	100.00%	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	na	100.00%	na	na	na	na
ENSG00000128590.5	na	93.26%	na	na	na	na	na	93.26%	na	na	na	na	na	na	na	na	93.26%	na	na	93.26%	na	na	na	na	na	na	na	na	93.26%	93.26%	93.26%	na	na	na	na
ENSG00000128626.12	97.43%	na	97.43%	96.79%	97.43%	na	96.19%	95.88%	na	na	96.35%	na	na	95.88%	na	100.00%	na	na	97.10%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
ENSG00000128917.8	na	na	na	96.32%	92.81%	96.32%	na	86.26%	92.81%	86.27%	na	na	84.03%	na	84.03%	na	96.33%	88.46%	na	na	na	na	100.00%	89.45%	96.32%	100.00%	na	na	88.46%	100.00%	83.66%	100.00%	96.31%	85.64%	96.33%
ENSG00000128965.13	na	100.00%	100.00%	92.73%	100.00%	na	100.00%	na	na	na	na	100.00%	na	100.00%	na	na	92.73%	na	na	92.73%	92.73%	92.73%	100.00%	92.73%	92.73%	na	na	92.73%	na	na	100.00%	na	na	na	92.73%
ENSG00000129152.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000129195.16	na	94.46%	99.71%	95.07%	98.39%	na	97.48%	94.46%	94.22%	98.39%	na	97.00%	94.22%	94.97%	95.07%	na	na	99.68%	na	99.59%	na	94.23%	99.58%	94.46%	99.68%	95.66%	94.46%	99.68%	94.23%	na	94.23%	94.64%	98.53%	na	94.23%
ENSG00000129226.14	94.06%	na	96.95%	92.70%	91.66%	95.20%	92.95%	87.92%	na	99.38%	91.66%	99.38%	98.64%	91.66%	89.94%	na	93.52%	93.24%	93.69%	96.76%	91.66%	96.76%	93.21%	93.83%	98.64%	90.47%	97.17%	97.76%	98.64%	93.02%	92.81%	91.04%	97.50%	92.70%	92.98%
ENSG00000129235.11	na	99.77%	na	na	94.24%	na	na	94.96%	na	95.04%	na	91.55%	na	95.49%	92.68%	95.04%	95.13%	99.79%	96.81%	96.81%	94.15%	92.72%	96.81%	96.83%	95.13%	96.81%	99.77%	na	96.81%	na	94.19%	na	na	na	99.77%
ENSG00000130066.17	96.35%	96.01%	na	95.44%	na	na	na	na	na	95.36%	90.88%	na	na	na	91.34%	na	95.47%	96.17%	90.76%	93.05%	91.46%	91.45%	na	na	na	na	99.49%	na	na	na	na	na	99.71%	na	87.05%
ENSG00000130173.14	100.00%	na	na	95.30%	100.00%	na	100.00%	na	95.30%	na	95.30%	100.00%	100.00%	100.00%	95.30%	100.00%	100.00%	100.00%	95.30%	95.30%	95.30%	na	na	na	na	100.00%	95.30%	95.30%	95.30%	100.00%	100.00%	95.30%	na	na	na
ENSG00000130203.10	98.80%	98.76%	98.87%	98.80%	na	100.00%	98.80%	na	98.87%	na	99.89%	100.00%	na	98.60%	na	na	98.87%	99.89%	98.80%	99.89%	98.76%	98.60%	na	98.80%	na	na	98.87%	98.60%	98.76%	100.00%	na	98.76%	97.06%	98.87%	na
ENSG00000130208.10	na	na	94.90%	na	na	93.43%	90.94%	na	98.60%	94.98%	90.50%	na	88.96%	90.71%	90.90%	89.84%	92.00%	92.58%	94.40%	92.28%	na	na	95.26%	93.97%	88.11%	90.53%	89.13%	na	89.92%	88.89%	89.34%	93.80%	92.89%	na	na
ENSG00000130222.11	100.00%	88.81%	88.77%	88.81%	88.81%	na	88.81%	88.81%	na	89.09%	88.77%	88.81%	na	100.00%	90.69%	100.00%	100.00%	88.81%	100.00%	88.77%	88.81%	88.81%	88.81%	88.81%	88.77%	88.77%	88.81%	100.00%	88.81%	88.77%	88.77%	88.81%	100.00%	na	88.77%
ENSG00000130244.13	na	na	94.81%	99.96%	95.95%	na	95.99%	95.26%	na	96.65%	na	92.92%	99.10%	96.08%	94.46%	na	94.13%	na	98.37%	99.53%	na	94.62%	na	na	97.12%	na	96.58%	na	98.60%	na	97.68%	94.54%	na	na	97.36%
ENSG00000130313.7	95.84%	90.73%	na	99.63%	92.71%	na	96.57%	na	na	94.90%	88.97%	90.73%	99.77%	na	94.74%	99.74%	99.58%	na	99.80%	99.77%	88.21%	95.22%	na	88.80%	92.62%	99.53%	99.63%	99.53%	99.74%	98.18%	94.48%	na	99.53%	na	93.12%
ENSG00000130427.3	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000130545.16	96.20%	100.00%	91.17%	100.00%	90.48%	na	95.05%	88.50%	89.03%	98.42%	90.48%	90.90%	88.37%	90.48%	94.00%	90.38%	88.26%	88.50%	86.21%	90.48%	95.90%	90.43%	90.48%	88.37%	90.48%	87.97%	86.60%	100.00%	93.36%	95.90%	87.65%	90.48%	88.37%	na	88.77%
ENSG00000130598.17	na	97.10%	na	na	95.64%	97.46%	98.64%	100.00%	97.16%	na	97.07%	98.33%	97.07%	100.00%	97.04%	93.10%	97.13%	97.24%	97.03%	na	97.04%	97.00%	na	100.00%	na	97.00%	97.63%	98.33%	100.00%	na	99.10%	97.64%	96.05%	98.64%	100.00%
ENSG00000130706.13	88.51%	89.75%	93.17%	93.99%	92.97%	na	95.56%	89.41%	93.67%	91.95%	96.46%	97.49%	97.23%	93.62%	95.02%	94.40%	99.51%	95.02%	95.73%	94.45%	100.00%	92.03%	89.62%	92.91%	95.63%	89.66%	90.76%	90.76%	88.50%	89.72%	93.60%	95.31%	89.42%	na	95.16%
ENSG00000130772.14	96.49%	92.73%	96.49%	na	na	na	na	96.43%	100.00%	na	95.03%	95.59%	na	96.43%	100.00%	97.19%	89.70%	96.43%	96.49%	100.00%	93.95%	95.00%	96.49%	na	100.00%	97.19%	97.19%	96.49%	96.49%	na	na	na	na	na	na
ENSG00000130829.18	100.00%	98.89%	na	98.89%	100.00%	na	100.00%	100.00%	98.89%	100.00%	98.89%	100.00%	98.89%	98.89%	98.89%	na	na	98.17%	98.89%	98.89%	100.00%	98.89%	na	na	na	100.00%	100.00%	98.89%	na	100.00%	98.89%	100.00%	97.12%	na	98.89%
ENSG00000131055.5	na	na	na	100.00%	na	na	na	100.00%	na	87.07%	na	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	na	100.00%	100.00%	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	100.00%	100.00%
ENSG00000131097.7	100.00%	97.33%	89.76%	na	na	na	89.76%	100.00%	100.00%	na	na	97.33%	91.47%	89.76%	na	97.78%	89.76%	100.00%	100.00%	na	89.76%	97.78%	na	97.78%	97.33%	89.76%	na	na	91.47%	na	100.00%	na	na	na	93.49%
ENSG00000131174.7	90.88%	90.88%	85.49%	na	90.88%	na	na	89.19%	100.00%	na	89.19%	89.19%	89.19%	85.49%	na	na	87.50%	na	87.50%	86.88%	86.87%	na	90.88%	86.92%	na	90.88%	89.19%	na	89.19%	na	100.00%	na	100.00%	na	na
ENSG00000131188.12	95.65%	na	93.72%	95.61%	95.61%	na	100.00%	100.00%	92.91%	95.61%	100.00%	95.65%	100.00%	93.33%	100.00%	100.00%	93.47%	95.81%	100.00%	95.61%	95.61%	95.65%	95.61%	100.00%	95.65%	95.65%	100.00%	95.61%	95.61%	94.44%	92.97%	100.00%	100.00%	na	100.00%
ENSG00000131264.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000131469.15	100.00%	89.57%	96.35%	95.48%	95.96%	na	89.66%	96.97%	90.04%	95.71%	na	94.15%	95.34%	96.97%	95.29%	91.70%	95.96%	96.97%	92.34%	90.56%	90.50%	95.17%	92.25%	na	91.76%	96.97%	90.46%	92.61%	na	95.96%	95.96%	95.32%	na	na	92.54%
ENSG00000131475.7	84.72%	91.31%	96.32%	86.66%	93.78%	na	na	92.35%	86.22%	90.27%	98.36%	91.21%	89.94%	88.63%	85.03%	97.09%	92.99%	92.05%	na	91.44%	86.10%	na	96.32%	90.64%	86.24%	88.16%	na	100.00%	na	88.01%	92.09%	81.10%	na	85.27%	86.52%
ENSG00000131477.11	95.40%	na	96.05%	100.00%	96.05%	na	94.97%	na	92.04%	94.13%	93.17%	96.05%	94.13%	92.04%	96.05%	94.97%	na	89.49%	88.00%	92.04%	na	100.00%	na	94.97%	94.97%	100.00%	94.03%	100.00%	100.00%	na	93.12%	94.97%	94.83%	88.00%	93.12%
ENSG00000131480.9	99.70%	100.00%	100.00%	99.70%	99.70%	100.00%	100.00%	99.70%	99.70%	99.70%	99.70%	100.00%	99.70%	99.70%	99.70%	99.70%	99.70%	100.00%	99.70%	100.00%	99.70%	100.00%	99.70%	100.00%	100.00%	99.70%	99.70%	100.00%	100.00%	100.00%	99.70%	100.00%	99.70%	100.00%	99.70%
ENSG00000131650.15	99.52%	99.52%	96.31%	99.81%	99.52%	na	99.52%	99.81%	99.45%	99.45%	97.75%	99.45%	99.45%	98.03%	97.75%	na	99.45%	na	99.45%	99.52%	99.45%	99.52%	99.81%	99.52%	97.75%	99.45%	99.52%	97.75%	97.75%	99.52%	99.84%	99.81%	97.75%	na	99.45%
ENSG00000131652.14	98.02%	na	95.88%	98.06%	93.24%	na	98.46%	93.53%	na	94.85%	96.46%	94.07%	97.76%	98.18%	96.23%	na	95.91%	97.04%	97.52%	96.76%	98.11%	98.26%	98.18%	na	98.07%	97.54%	97.52%	95.89%	96.73%	na	na	na	na	na	95.37%
ENSG00000131771.14	95.11%	97.33%	96.55%	99.26%	97.77%	na	99.19%	96.75%	95.67%	95.49%	na	93.68%	99.19%	98.39%	na	na	95.37%	97.49%	100.00%	na	97.56%	96.75%	97.07%	na	96.23%	100.00%	96.78%	na	94.92%	92.94%	95.13%	100.00%	na	na	99.26%
ENSG00000131808.11	99.14%	na	99.26%	100.00%	97.75%	na	100.00%	99.26%	97.99%	99.26%	100.00%	99.14%	100.00%	98.56%	na	99.53%	99.26%	99.54%	99.26%	100.00%	100.00%	99.14%	98.07%	na	99.26%	100.00%	99.26%	99.26%	99.26%	99.26%	99.27%	99.26%	99.12%	100.00%	99.14%
ENSG00000131845.15	na	99.22%	100.00%	100.00%	100.00%	100.00%	100.00%	99.06%	99.22%	97.91%	100.00%	100.00%	100.00%	100.00%	100.00%	97.22%	100.00%	99.01%	100.00%	na	97.33%	97.49%	97.75%	97.32%	100.00%	97.29%	100.00%	97.22%	100.00%	100.00%	100.00%	100.00%	97.22%	100.00%	97.22%
ENSG00000131944.11	97.80%	na	na	99.12%	97.69%	na	95.83%	na	na	98.94%	na	na	na	96.14%	95.65%	na	98.59%	93.90%	98.38%	97.93%	na	99.49%	98.21%	na	95.63%	na	96.16%	97.86%	99.49%	97.80%	na	97.46%	na	na	95.26%
ENSG00000132017.11	97.54%	na	99.46%	na	94.18%	na	90.87%	88.42%	92.31%	91.74%	na	94.14%	96.08%	90.40%	95.40%	92.02%	93.00%	90.88%	91.73%	99.46%	na	99.46%	91.75%	na	95.33%	89.86%	95.23%	92.23%	92.23%	94.68%	91.94%	99.46%	na	na	96.87%
ENSG00000132259.13	85.08%	96.83%	87.60%	85.61%	82.80%	na	95.62%	96.71%	88.06%	94.98%	96.75%	82.80%	95.60%	80.68%	100.00%	95.09%	89.25%	86.19%	82.16%	82.80%	82.72%	100.00%	86.65%	95.02%	95.66%	87.58%	86.91%	82.80%	85.61%	93.97%	97.09%	96.75%	86.65%	na	82.81%
ENSG00000132563.17	97.58%	97.22%	97.58%	96.37%	98.10%	na	95.16%	94.96%	98.05%	97.38%	99.41%	94.68%	96.15%	97.58%	96.37%	94.24%	95.72%	95.12%	97.03%	96.39%	95.19%	98.89%	96.02%	96.53%	97.60%	95.40%	96.44%	97.56%	97.81%	95.04%	96.24%	96.20%	95.73%	na	98.04%
ENSG00000132591.12	95.45%	100.00%	96.37%	98.38%	96.79%	na	95.53%	95.38%	96.49%	99.89%	95.84%	na	98.43%	99.87%	97.14%	98.11%	95.32%	97.70%	95.89%	97.69%	95.83%	98.69%	96.62%	100.00%	99.46%	94.98%	96.20%	100.00%	96.72%	99.91%	99.89%	95.11%	99.95%	95.69%	98.03%
ENSG00000132603.15	na	94.53%	na	95.96%	93.61%	na	na	95.53%	na	na	95.53%	94.53%	93.05%	95.33%	96.07%	95.08%	na	100.00%	94.47%	na	na	100.00%	95.68%	na	na	na	na	95.68%	na	95.08%	89.66%	96.07%	95.16%	100.00%	95.89%
ENSG00000132698.15	90.61%	na	100.00%	na	100.00%	na	93.55%	100.00%	91.00%	91.23%	93.55%	90.61%	100.00%	na	na	93.55%	na	90.61%	90.61%	100.00%	na	na	na	90.61%	90.61%	93.55%	93.55%	90.61%	90.61%	100.00%	93.55%	na	100.00%	90.61%	100.00%
ENSG00000132702.13	97.81%	92.75%	92.79%	96.54%	93.91%	90.49%	91.84%	98.84%	94.80%	91.84%	98.68%	98.68%	94.60%	91.84%	94.29%	92.76%	98.68%	98.83%	98.83%	86.19%	96.00%	96.54%	92.90%	90.97%	na	98.82%	98.68%	92.28%	92.66%	98.35%	100.00%	92.28%	93.20%	98.84%	98.68%
ENSG00000132773.12	98.41%	98.03%	97.12%	95.84%	99.34%	na	95.76%	97.86%	97.05%	95.49%	97.67%	98.09%	96.98%	94.74%	95.05%	94.67%	95.13%	98.25%	94.68%	93.64%	98.62%	92.81%	na	95.74%	99.33%	93.65%	97.36%	97.10%	96.98%	98.75%	96.06%	97.39%	95.79%	na	97.93%
ENSG00000132855.5	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	na	na	100.00%	93.66%	na	100.00%	na	na	na	na	100.00%	na	na	na	100.00%	na	na	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	na
ENSG00000132879.14	90.53%	na	na	na	87.34%	88.97%	92.04%	92.85%	na	89.85%	94.99%	89.96%	na	95.99%	93.97%	88.08%	90.67%	92.73%	86.95%	94.88%	95.75%	94.53%	85.57%	na	89.38%	91.23%	92.95%	na	91.43%	88.38%	na	92.62%	na	86.26%	96.69%
ENSG00000133111.4	93.06%	na	83.32%	83.52%	93.75%	100.00%	86.13%	87.50%	na	83.35%	93.73%	93.75%	93.06%	93.04%	87.50%	83.32%	93.04%	na	na	83.35%	83.34%	86.14%	na	86.14%	86.13%	83.35%	93.74%	86.13%	94.84%	86.13%	na	93.75%	86.52%	86.13%	83.34%
ENSG00000133574.10	98.03%	98.06%	99.25%	98.06%	98.06%	96.88%	98.55%	99.20%	98.33%	na	97.12%	na	100.00%	98.36%	98.06%	96.74%	98.33%	97.15%	97.24%	100.00%	99.27%	98.82%	na	na	na	na	97.58%	na	98.06%	98.37%	na	98.06%	96.89%	98.06%	98.55%
ENSG00000133636.11	94.32%	100.00%	na	na	95.08%	na	na	95.08%	na	100.00%	95.08%	95.08%	95.08%	na	na	na	100.00%	100.00%	100.00%	93.83%	na	na	na	na	na	92.38%	94.32%	100.00%	na	na	100.00%	na	94.32%	na	na
ENSG00000134107.5	na	100.00%	na	na	na	na	na	na	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	93.25%	100.00%	92.98%	92.98%	100.00%	na	100.00%	100.00%	94.29%	100.00%	100.00%	100.00%	94.73%	na	100.00%	100.00%	96.61%	100.00%	100.00%	na
ENSG00000134200.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%
ENSG00000134323.13	na	97.77%	100.00%	97.32%	na	na	na	na	na	na	na	100.00%	na	na	na	100.00%	100.00%	na	100.00%	na	na	100.00%	na	na	na	100.00%	na	100.00%	na	na	na	na	na	na	na
ENSG00000134363.12	92.47%	98.63%	91.32%	na	95.80%	na	96.67%	92.61%	94.84%	na	94.45%	92.33%	98.95%	94.22%	97.96%	98.01%	95.61%	94.84%	91.50%	91.81%	93.30%	97.32%	97.35%	91.93%	98.00%	93.50%	96.91%	93.41%	95.17%	93.92%	93.35%	98.01%	94.25%	95.55%	99.81%
ENSG00000135406.15	94.79%	89.62%	93.19%	91.17%	89.66%	90.44%	92.68%	97.48%	94.73%	94.30%	93.15%	94.50%	90.95%	92.52%	95.37%	90.72%	88.39%	87.85%	90.71%	96.17%	95.31%	96.33%	91.10%	90.46%	93.08%	95.83%	91.05%	97.45%	94.87%	94.84%	na	90.27%	88.66%	95.62%	95.08%
ENSG00000135409.11	94.66%	86.99%	91.07%	86.84%	91.24%	na	na	93.88%	na	93.44%	86.73%	87.81%	na	93.46%	94.82%	na	na	100.00%	100.00%	94.18%	na	87.19%	na	93.38%	na	93.07%	98.69%	93.46%	93.89%	87.84%	na	89.55%	na	na	96.11%
ENSG00000135469.14	96.76%	96.75%	na	93.35%	97.05%	na	na	94.66%	na	93.09%	93.64%	na	96.76%	na	97.05%	na	95.55%	96.29%	95.08%	na	95.55%	na	94.10%	94.10%	na	99.65%	na	97.05%	na	na	94.28%	na	97.05%	na	na
ENSG00000135587.9	91.51%	100.00%	100.00%	92.14%	100.00%	na	89.82%	91.51%	89.26%	88.70%	91.51%	89.39%	92.14%	93.45%	94.95%	91.97%	91.73%	83.86%	86.46%	94.93%	89.39%	89.39%	na	na	90.17%	88.77%	89.84%	92.14%	88.21%	91.51%	87.05%	91.73%	na	na	89.44%
ENSG00000135722.9	na	91.13%	89.17%	87.28%	90.19%	na	88.49%	90.74%	91.51%	91.51%	89.61%	na	91.51%	na	89.17%	na	90.51%	91.51%	89.17%	na	91.51%	89.21%	na	90.25%	88.49%	na	na	88.91%	na	na	91.51%	88.24%	87.50%	na	88.49%
ENSG00000135940.7	na	86.58%	83.59%	100.00%	86.38%	na	93.70%	86.39%	88.17%	93.68%	91.25%	82.67%	100.00%	100.00%	na	91.25%	93.73%	93.73%	91.25%	100.00%	85.60%	na	91.25%	na	na	na	na	na	91.62%	93.75%	93.69%	86.40%	na	na	na
ENSG00000136159.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000136244.12	95.34%	na	94.99%	94.87%	na	95.34%	94.89%	91.49%	95.21%	94.87%	100.00%	93.72%	94.87%	94.38%	100.00%	96.00%	94.46%	94.87%	95.62%	97.56%	91.07%	na	na	94.59%	98.07%	95.57%	93.91%	97.62%	94.89%	94.87%	94.87%	95.34%	98.38%	96.07%	92.49%
ENSG00000136444.10	na	92.51%	93.76%	92.97%	92.48%	na	86.07%	87.09%	96.57%	na	na	89.47%	95.00%	93.38%	93.61%	98.77%	90.57%	90.03%	89.38%	89.62%	93.48%	na	na	na	95.37%	na	92.92%	na	97.67%	95.24%	96.44%	97.52%	na	na	93.44%
