Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_750	sim_90_900
ENSG00000124102.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124103.10	na	na	99.44%	na	99.44%	na	100.00%	na	80.28%	99.44%	100.00%	na	na	99.44%	na	na	na	na	99.44%	na	na	na	84.65%	na	na	100.00%	na	na	100.00%	82.03%	na	100.00%	99.44%	na	na
ENSG00000124157.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124216.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124233.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124253.11	92.93%	na	na	na	na	na	na	na	na	96.05%	na	91.98%	na	95.06%	na	na	na	na	na	na	na	na	na	na	97.02%	na	na	na	na	na	na	na	94.81%	94.35%	93.85%
ENSG00000124391.5	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	94.25%	na	na
ENSG00000124593.16	53.28%	48.92%	49.33%	53.65%	49.96%	55.59%	53.37%	50.10%	48.92%	56.06%	46.24%	60.40%	52.34%	46.48%	58.81%	51.19%	53.18%	52.82%	49.43%	52.91%	53.94%	49.68%	54.31%	50.84%	52.95%	47.89%	59.96%	49.96%	58.94%	62.38%	49.96%	47.00%	48.92%	49.18%	58.18%
ENSG00000124702.19	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.70%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	82.54%	100.00%	100.00%	100.00%	84.57%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.15%	100.00%	100.00%
ENSG00000124713.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	71.89%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124935.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124939.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000125084.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125363.14	100.00%	100.00%	100.00%	93.41%	100.00%	na	100.00%	100.00%	95.86%	100.00%	100.00%	95.86%	100.00%	100.00%	95.86%	na	95.86%	100.00%	100.00%	100.00%	100.00%	93.41%	98.17%	100.00%	100.00%	100.00%	95.15%	100.00%	96.68%	100.00%	95.86%	93.41%	96.91%	na	95.86%
ENSG00000125398.8	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125445.11	92.25%	89.68%	92.25%	94.60%	na	91.43%	95.93%	96.75%	na	na	na	na	85.57%	na	na	91.11%	88.89%	92.66%	92.99%	91.10%	91.41%	92.55%	91.43%	90.24%	91.11%	na	94.60%	91.11%	97.57%	90.00%	92.27%	89.91%	na	na	94.60%
ENSG00000125492.11	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125520.14	na	95.73%	83.83%	na	na	na	90.61%	89.47%	80.83%	na	na	73.66%	93.50%	90.42%	na	96.63%	na	na	88.56%	na	86.16%	86.59%	83.32%	96.43%	85.62%	na	96.43%	93.59%	80.93%	94.40%	na	92.58%	93.94%	na	93.02%
ENSG00000125534.10	na	100.00%	na	94.92%	100.00%	93.04%	100.00%	93.04%	91.54%	94.92%	93.04%	94.92%	91.54%	94.92%	94.92%	100.00%	91.29%	94.92%	91.29%	100.00%	na	100.00%	91.29%	89.65%	91.29%	94.92%	94.92%	93.04%	95.77%	93.04%	93.04%	93.04%	100.00%	94.79%	na
ENSG00000125571.10	97.09%	97.09%	91.03%	100.00%	100.00%	na	91.03%	98.29%	91.03%	97.09%	98.48%	97.09%	98.29%	91.03%	100.00%	98.29%	91.05%	100.00%	98.29%	100.00%	98.29%	91.07%	91.03%	98.29%	97.09%	97.09%	97.09%	97.09%	97.09%	90.72%	97.09%	98.29%	100.00%	na	98.29%
ENSG00000125611.16	92.82%	90.82%	89.19%	96.55%	81.49%	na	84.11%	84.11%	97.08%	89.19%	89.14%	96.59%	81.49%	91.18%	91.14%	91.15%	91.15%	89.66%	95.86%	97.08%	97.08%	96.55%	82.28%	97.08%	88.35%	na	92.80%	89.16%	92.82%	97.08%	96.59%	84.11%	91.15%	89.47%	81.49%
ENSG00000125652.8	89.56%	100.00%	86.34%	86.34%	86.34%	na	86.34%	86.34%	86.34%	89.56%	86.34%	86.34%	86.34%	100.00%	86.34%	100.00%	86.34%	100.00%	100.00%	100.00%	89.56%	86.34%	86.34%	100.00%	100.00%	86.34%	86.34%	86.34%	89.56%	100.00%	86.34%	86.34%	100.00%	89.56%	86.34%
ENSG00000125656.11	90.08%	na	na	86.42%	90.08%	na	88.45%	79.05%	77.31%	na	na	79.70%	86.43%	na	78.96%	na	86.42%	87.64%	na	82.97%	90.08%	81.04%	na	na	87.95%	89.23%	88.45%	78.10%	79.96%	89.30%	86.42%	86.97%	88.49%	na	na
ENSG00000125657.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000125787.11	na	na	100.00%	na	na	na	na	na	na	na	na	79.95%	100.00%	na	na	100.00%	na	na	100.00%	na	na	na	na	na	na	na	100.00%	na	na	na	na	100.00%	na	100.00%	na
ENSG00000125815.9	87.10%	87.10%	87.10%	87.10%	87.10%	100.00%	100.00%	100.00%	100.00%	87.10%	87.10%	100.00%	87.10%	100.00%	100.00%	87.10%	87.10%	100.00%	87.10%	100.00%	87.10%	87.10%	87.10%	87.10%	100.00%	100.00%	100.00%	100.00%	100.00%	87.10%	100.00%	100.00%	87.10%	87.10%	87.10%
ENSG00000125843.11	96.04%	na	88.31%	98.30%	95.41%	na	88.15%	99.84%	89.79%	85.95%	99.85%	86.60%	89.84%	98.32%	98.54%	88.90%	98.31%	98.30%	90.45%	90.24%	95.41%	98.54%	96.05%	98.30%	na	99.85%	98.30%	88.26%	98.51%	88.15%	88.49%	88.90%	88.90%	na	86.00%
ENSG00000125901.6	100.00%	81.69%	100.00%	100.00%	81.55%	100.00%	100.00%	99.11%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125962.16	98.55%	na	99.34%	na	na	na	98.05%	na	na	98.49%	99.82%	98.75%	na	98.95%	99.83%	99.83%	na	na	na	99.83%	96.00%	98.18%	na	99.81%	na	na	98.18%	na	99.81%	98.05%	na	96.82%	na	na	95.65%
ENSG00000125995.16	na	100.00%	na	na	na	na	na	na	na	na	87.95%	na	100.00%	na	na	na	na	na	na	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
ENSG00000126254.12	94.38%	na	98.52%	96.61%	97.79%	na	98.68%	94.77%	98.49%	98.52%	97.57%	95.88%	97.57%	97.87%	94.20%	95.19%	94.38%	97.57%	98.33%	97.97%	98.68%	95.13%	96.08%	na	97.77%	97.77%	98.16%	98.18%	95.88%	na	97.79%	94.85%	na	na	94.41%
ENSG00000126264.10	93.14%	93.14%	93.14%	93.14%	93.14%	na	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%	93.14%
ENSG00000126432.14	86.16%	95.67%	86.16%	95.67%	95.67%	na	86.16%	95.67%	95.67%	87.30%	86.16%	95.67%	95.67%	95.67%	87.30%	95.67%	86.16%	95.67%	86.16%	95.67%	86.16%	86.16%	95.67%	95.67%	86.16%	86.16%	86.16%	95.67%	86.16%	86.16%	86.16%	95.67%	87.30%	na	95.67%
ENSG00000126549.11	na	95.82%	97.88%	na	na	na	97.88%	na	na	na	97.88%	95.72%	96.92%	na	95.72%	na	95.76%	na	na	na	94.96%	na	na	na	na	95.89%	na	95.76%	na	na	95.77%	na	na	94.96%	94.70%
ENSG00000126895.16	na	87.65%	na	83.51%	88.55%	na	86.68%	na	95.49%	88.62%	96.02%	87.67%	95.22%	95.21%	na	88.50%	na	na	87.88%	na	na	95.99%	na	na	95.48%	na	92.01%	95.19%	88.63%	88.47%	93.34%	87.80%	95.19%	91.01%	91.88%
ENSG00000126947.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%
ENSG00000127184.13	85.14%	91.77%	na	na	91.71%	na	100.00%	na	na	na	85.54%	na	91.71%	85.14%	na	na	91.26%	na	na	na	na	na	na	na	91.26%	91.77%	91.26%	86.44%	na	86.73%	na	100.00%	na	na	na
ENSG00000127528.6	na	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	97.40%	na	na	100.00%	100.00%	100.00%	100.00%	na	na	na	na	na	100.00%	na	na	96.51%	100.00%	100.00%	na	na
ENSG00000127554.13	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	100.00%	100.00%	na	98.93%	na	na	na	na	na	na	na	100.00%	100.00%	na	na
ENSG00000127561.16	89.75%	na	84.54%	91.35%	88.89%	na	81.14%	88.94%	82.74%	98.31%	91.55%	na	81.14%	na	81.14%	88.92%	88.94%	na	81.14%	81.14%	89.74%	81.14%	91.52%	na	89.69%	84.54%	81.14%	89.75%	96.74%	89.33%	82.74%	98.36%	na	na	na
ENSG00000128045.7	na	na	na	100.00%	100.00%	na	100.00%	100.00%	na	na	na	97.24%	97.24%	100.00%	na	94.07%	na	na	96.13%	100.00%	na	97.24%	96.13%	97.24%	96.15%	100.00%	100.00%	97.22%	100.00%	100.00%	100.00%	97.24%	96.13%	96.13%	na
ENSG00000128165.9	99.98%	na	na	na	na	na	na	na	na	na	na	97.29%	99.98%	na	na	98.23%	97.29%	98.23%	na	97.27%	na	97.29%	97.28%	97.28%	97.27%	na	na	na	97.27%	98.23%	99.98%	97.29%	na	na	97.29%
ENSG00000128228.5	na	na	100.00%	na	na	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	na	100.00%	100.00%	na	100.00%
ENSG00000128283.7	na	na	na	98.57%	na	na	na	na	99.17%	na	99.04%	92.19%	na	na	98.13%	na	na	na	98.58%	na	100.00%	98.56%	99.15%	na	87.50%	na	98.57%	97.86%	92.11%	na	95.04%	98.01%	98.52%	na	99.10%
ENSG00000128285.5	100.00%	na	na	na	na	na	na	na	na	na	95.00%	na	100.00%	na	na	100.00%	na	na	na	na	100.00%	na	na	na	na	95.00%	95.00%	na	na	na	95.00%	na	100.00%	na	na
ENSG00000128482.16	90.74%	84.78%	80.57%	80.99%	94.82%	na	na	94.59%	na	na	90.74%	93.73%	99.65%	92.85%	84.78%	99.77%	98.54%	na	100.00%	100.00%	84.78%	85.00%	100.00%	na	85.86%	100.00%	100.00%	93.73%	90.74%	89.61%	na	100.00%	na	na	98.31%
ENSG00000128524.5	na	100.00%	100.00%	na	100.00%	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	na	100.00%	na	na	na	na
ENSG00000128590.5	na	72.99%	na	na	na	na	na	72.99%	na	na	na	na	na	na	na	na	72.99%	na	na	72.99%	na	na	na	na	na	na	na	na	72.99%	72.99%	72.99%	na	na	na	na
ENSG00000128626.12	97.43%	na	97.43%	96.79%	97.43%	na	96.19%	95.88%	na	na	96.35%	na	na	95.88%	na	100.00%	na	na	97.10%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
ENSG00000128917.8	na	na	na	95.79%	96.40%	95.78%	na	89.93%	96.39%	88.81%	na	na	90.76%	na	90.74%	na	95.80%	87.93%	na	na	na	na	99.91%	88.93%	95.74%	99.99%	na	na	87.93%	99.92%	88.94%	100.00%	95.72%	92.98%	95.80%
ENSG00000128965.13	na	100.00%	100.00%	92.73%	100.00%	na	100.00%	na	na	na	na	100.00%	na	100.00%	na	na	92.73%	na	na	92.73%	92.73%	92.73%	100.00%	92.73%	92.73%	na	na	92.73%	na	na	100.00%	na	na	na	92.73%
ENSG00000129152.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000129195.16	na	87.22%	92.99%	88.59%	91.31%	na	88.70%	87.22%	87.35%	91.31%	na	87.29%	87.35%	88.29%	88.64%	na	na	92.44%	na	90.32%	na	87.36%	92.44%	87.22%	92.44%	88.19%	87.22%	92.44%	87.36%	na	87.36%	88.40%	92.12%	na	87.36%
ENSG00000129226.14	92.64%	na	97.13%	91.26%	91.21%	94.31%	92.83%	86.11%	na	98.95%	91.19%	98.95%	97.91%	91.21%	88.45%	na	92.24%	92.84%	92.91%	96.51%	91.21%	96.51%	92.82%	92.62%	97.89%	88.89%	95.91%	98.78%	97.91%	91.60%	92.84%	89.68%	97.54%	92.30%	92.86%
ENSG00000129235.11	na	94.20%	na	na	86.81%	na	na	81.93%	na	88.13%	na	83.87%	na	89.10%	82.88%	88.13%	88.19%	94.62%	90.60%	90.60%	88.01%	75.75%	85.88%	90.45%	88.19%	85.88%	94.20%	na	89.99%	na	84.81%	na	na	na	94.20%
ENSG00000130066.17	95.57%	98.89%	na	98.87%	na	na	na	na	na	98.54%	94.37%	na	na	na	93.93%	na	92.65%	95.31%	93.64%	98.92%	97.43%	94.64%	na	na	na	na	98.97%	na	na	na	na	na	98.84%	na	92.43%
ENSG00000130173.14	100.00%	na	na	83.22%	100.00%	na	100.00%	na	83.22%	na	83.22%	100.00%	100.00%	100.00%	83.22%	100.00%	100.00%	100.00%	83.22%	83.22%	83.22%	na	na	na	na	100.00%	83.22%	83.22%	83.22%	100.00%	100.00%	83.22%	na	na	na
ENSG00000130203.10	96.28%	96.28%	95.74%	96.28%	na	100.00%	96.28%	na	95.74%	na	93.58%	100.00%	na	96.35%	na	na	95.74%	93.58%	96.28%	93.58%	96.28%	96.35%	na	96.28%	na	na	95.74%	96.35%	96.28%	100.00%	na	96.28%	92.72%	95.74%	na
ENSG00000130208.10	na	na	96.55%	na	na	92.11%	97.56%	na	98.58%	93.72%	95.14%	na	92.66%	94.65%	94.85%	89.67%	98.79%	98.92%	93.72%	97.01%	na	na	98.58%	96.69%	93.82%	95.37%	94.92%	na	95.15%	91.28%	93.29%	97.50%	94.32%	na	na
ENSG00000130222.11	95.11%	83.93%	83.88%	83.93%	83.93%	na	83.93%	83.93%	na	84.21%	83.88%	83.93%	na	95.11%	85.80%	95.11%	95.11%	83.93%	95.11%	83.88%	83.93%	83.93%	83.93%	83.93%	83.88%	83.88%	83.93%	95.11%	83.93%	83.88%	83.88%	83.93%	95.11%	na	83.88%
ENSG00000130244.13	na	na	90.97%	97.65%	95.12%	na	86.42%	94.81%	na	94.11%	na	89.25%	96.59%	93.13%	92.34%	na	86.80%	na	90.05%	91.68%	na	93.01%	na	na	94.86%	na	94.79%	na	94.89%	na	95.79%	84.42%	na	na	89.63%
ENSG00000130313.7	89.66%	85.34%	na	92.24%	87.32%	na	91.73%	na	na	89.81%	83.29%	85.34%	90.17%	na	89.73%	94.35%	89.34%	na	90.52%	92.35%	84.81%	89.66%	na	86.93%	89.29%	90.88%	87.97%	90.88%	94.35%	83.73%	87.34%	na	90.88%	na	90.81%
ENSG00000130427.3	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000130545.16	92.92%	100.00%	91.65%	100.00%	90.48%	na	92.58%	88.50%	83.34%	98.54%	90.48%	91.77%	88.37%	90.48%	98.60%	90.16%	84.97%	88.50%	83.24%	90.48%	92.93%	90.61%	90.48%	88.37%	90.48%	85.00%	83.29%	100.00%	97.36%	92.93%	84.07%	90.48%	88.37%	na	88.96%
ENSG00000130598.17	na	99.34%	na	na	96.76%	97.98%	98.79%	99.68%	98.04%	na	99.38%	98.42%	98.21%	99.83%	98.41%	93.96%	98.27%	98.08%	99.56%	na	99.41%	99.63%	na	99.81%	na	97.42%	98.75%	98.26%	99.87%	na	97.66%	97.74%	97.15%	98.79%	99.93%
ENSG00000130706.13	89.68%	88.59%	95.19%	93.26%	95.99%	na	94.18%	88.86%	94.12%	91.68%	95.31%	96.65%	97.84%	94.99%	95.91%	94.24%	98.09%	95.92%	93.98%	97.02%	98.09%	90.74%	87.85%	93.56%	97.20%	91.68%	92.23%	92.23%	88.80%	90.67%	93.91%	95.56%	90.05%	na	94.86%
ENSG00000130772.14	85.13%	86.98%	85.13%	na	na	na	na	91.70%	100.00%	na	91.12%	85.07%	na	91.70%	100.00%	94.67%	89.70%	91.70%	91.75%	100.00%	96.82%	85.86%	85.13%	na	100.00%	88.10%	94.67%	85.13%	85.13%	na	na	na	na	na	na
ENSG00000130829.18	100.00%	96.97%	na	96.97%	100.00%	na	100.00%	100.00%	96.97%	100.00%	96.97%	100.00%	96.97%	96.97%	96.97%	na	na	96.29%	96.97%	96.97%	100.00%	96.97%	na	na	na	100.00%	100.00%	96.97%	na	100.00%	96.97%	100.00%	97.12%	na	96.97%
ENSG00000131055.5	na	na	na	100.00%	na	na	na	100.00%	na	87.07%	na	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	na	na	na	100.00%	100.00%	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	100.00%	100.00%
ENSG00000131097.7	100.00%	94.58%	89.76%	na	na	na	89.76%	100.00%	99.82%	na	na	94.58%	91.47%	89.76%	na	94.45%	89.76%	100.00%	100.00%	na	89.76%	95.24%	na	95.49%	94.58%	89.76%	na	na	91.44%	na	100.00%	na	na	na	93.49%
ENSG00000131174.7	66.88%	66.88%	74.68%	na	66.88%	na	na	73.38%	84.19%	na	73.38%	73.38%	73.38%	74.68%	na	na	69.24%	na	69.26%	69.26%	69.26%	na	66.88%	69.21%	na	66.88%	73.38%	na	73.38%	na	84.19%	na	84.19%	na	na
ENSG00000131188.12	92.09%	na	93.72%	91.52%	91.52%	na	100.00%	100.00%	92.91%	91.52%	100.00%	92.09%	100.00%	93.33%	100.00%	100.00%	93.47%	95.81%	100.00%	91.52%	91.52%	92.09%	91.52%	100.00%	92.09%	92.09%	100.00%	91.52%	91.52%	94.44%	92.97%	100.00%	100.00%	na	100.00%
ENSG00000131264.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000131469.15	99.81%	86.41%	91.88%	93.68%	95.96%	na	86.09%	98.47%	86.53%	97.37%	na	89.72%	91.76%	98.47%	91.76%	88.53%	95.96%	98.47%	88.88%	87.70%	83.66%	97.26%	87.55%	na	88.17%	98.47%	89.69%	87.77%	na	95.96%	95.96%	95.15%	na	na	91.64%
ENSG00000131475.7	87.56%	90.86%	96.32%	88.77%	97.00%	na	na	99.27%	89.03%	89.71%	98.36%	97.00%	90.86%	88.00%	92.19%	97.09%	94.11%	94.93%	na	94.19%	88.05%	na	96.32%	91.60%	93.04%	96.65%	na	100.00%	na	93.40%	97.88%	91.11%	na	89.36%	87.50%
ENSG00000131477.11	97.10%	na	96.23%	98.85%	96.86%	na	91.36%	na	92.04%	94.13%	91.59%	96.36%	94.13%	92.04%	96.36%	93.67%	na	89.03%	88.59%	92.04%	na	100.00%	na	93.82%	94.97%	98.85%	92.02%	100.00%	100.00%	na	92.19%	93.81%	95.42%	88.59%	93.12%
ENSG00000131480.9	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%	99.70%
ENSG00000131650.15	96.62%	96.31%	92.84%	96.34%	96.31%	na	96.31%	96.34%	96.34%	96.34%	96.34%	96.34%	96.34%	96.61%	96.34%	na	96.34%	na	96.34%	96.31%	96.34%	96.78%	96.34%	96.31%	96.34%	96.34%	96.62%	96.34%	96.34%	96.77%	96.31%	96.34%	96.34%	na	96.34%
ENSG00000131652.14	95.84%	na	93.73%	92.86%	91.06%	na	96.26%	91.98%	na	94.92%	91.77%	92.35%	92.46%	95.87%	94.16%	na	93.62%	94.86%	95.84%	92.12%	93.03%	93.05%	94.64%	na	95.47%	91.71%	95.84%	94.02%	94.17%	na	na	na	na	na	93.08%
ENSG00000131771.14	87.82%	91.41%	89.98%	92.55%	89.79%	na	91.91%	89.46%	90.65%	89.84%	na	87.24%	93.07%	90.08%	na	na	89.45%	91.57%	94.08%	na	92.13%	89.46%	90.56%	na	90.32%	94.08%	89.04%	na	88.21%	87.39%	88.80%	94.57%	na	na	93.60%
ENSG00000131808.11	99.54%	na	99.12%	100.00%	97.75%	na	100.00%	99.12%	97.58%	99.12%	100.00%	99.54%	100.00%	98.56%	na	98.65%	99.12%	98.81%	98.41%	100.00%	100.00%	99.54%	97.66%	na	99.12%	100.00%	99.12%	99.12%	99.12%	98.44%	98.10%	98.06%	98.04%	100.00%	99.54%
ENSG00000131845.15	na	99.55%	99.98%	100.00%	99.98%	100.00%	99.86%	99.49%	99.52%	97.87%	100.00%	100.00%	99.86%	100.00%	100.00%	97.91%	99.75%	99.49%	100.00%	na	98.14%	97.49%	95.14%	98.13%	100.00%	97.78%	100.00%	98.28%	100.00%	99.75%	99.72%	96.12%	97.92%	100.00%	97.91%
ENSG00000131944.11	83.12%	na	na	81.84%	84.04%	na	84.75%	na	na	85.87%	na	na	na	83.69%	84.82%	na	87.16%	80.09%	86.64%	82.02%	na	87.95%	85.03%	na	85.91%	na	85.25%	81.07%	87.95%	83.06%	na	83.21%	na	na	85.77%
ENSG00000132017.11	90.06%	na	96.16%	na	90.60%	na	87.68%	86.29%	89.81%	88.50%	na	90.60%	89.92%	85.30%	93.05%	89.20%	89.69%	87.68%	88.50%	96.16%	na	96.16%	89.66%	na	92.37%	90.19%	93.05%	89.04%	89.04%	93.48%	89.94%	96.16%	na	na	93.66%
ENSG00000132259.13	86.99%	93.08%	79.05%	86.94%	77.47%	na	97.52%	93.08%	80.78%	90.74%	93.08%	77.47%	97.52%	68.33%	100.00%	95.09%	89.25%	82.56%	74.08%	77.47%	79.99%	100.00%	86.65%	90.74%	97.49%	89.45%	82.67%	77.44%	87.50%	86.88%	93.02%	93.08%	86.65%	na	77.47%
ENSG00000132563.17	90.42%	91.88%	90.95%	89.89%	92.00%	na	86.83%	85.36%	91.38%	90.53%	93.32%	86.36%	87.23%	90.95%	89.88%	83.73%	85.25%	89.87%	91.55%	84.89%	90.04%	92.40%	84.86%	87.03%	90.98%	88.72%	90.27%	91.07%	91.45%	92.18%	88.75%	88.32%	81.97%	na	91.56%
