Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000129152.4	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000129195.16	na	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	na	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%
ENSG00000129226.14	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000129235.11	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	na	0.07%
ENSG00000130066.17	0.06%	0.06%	na	0.06%	na	na	na	na	na	0.06%	0.06%	na	na	na	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	na	0.06%	na	na	na	na	na	0.06%	0.06%
ENSG00000130173.14	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%
ENSG00000130203.10	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	na	0.04%	na	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	na
ENSG00000130208.10	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%
ENSG00000130222.11	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000130244.13	na	0.08%	0.08%	0.08%	0.08%	na	0.08%	0.08%	na	0.07%	0.08%	0.08%	0.08%	0.08%	0.08%	0.08%	na	na	0.07%	0.08%	0.08%	0.07%	na	na	0.07%	na	0.08%	na	0.07%	0.08%	0.08%	0.08%	na	0.07%
ENSG00000130313.7	0.05%	0.05%	na	0.05%	0.05%	na	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%
ENSG00000130427.3	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000130545.16	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000130598.17	na	0.05%	na	na	0.05%	0.04%	0.04%	0.04%	0.05%	0.04%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.04%	0.05%	na	0.04%	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	0.04%	0.05%	0.04%	0.05%	0.05%	0.05%
ENSG00000130706.13	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%
ENSG00000130772.14	0.04%	0.04%	0.04%	na	0.04%	na	na	0.04%	0.05%	na	0.05%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.05%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.05%	0.04%	0.05%	0.05%	0.04%	na	0.04%	na	0.04%
ENSG00000130810.20	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.06%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000130829.18	0.03%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.03%	0.02%	0.02%	0.03%	0.02%
ENSG00000131055.5	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000131097.7	0.04%	0.04%	0.04%	na	na	na	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	na	0.04%
ENSG00000131174.7	0.02%	0.03%	0.02%	na	0.02%	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	0.02%	0.03%	na	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	na	0.02%	na	0.02%	na
ENSG00000131188.12	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000131264.4	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000131469.15	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	na	0.06%
ENSG00000131475.7	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	na	0.05%
ENSG00000131477.11	0.04%	na	0.04%	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%
ENSG00000131480.9	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000131650.15	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%
ENSG00000131652.14	0.07%	na	0.07%	0.07%	0.07%	na	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	na	na	0.07%
ENSG00000131771.14	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%
ENSG00000131808.11	0.02%	0.02%	0.02%	0.03%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.03%	0.02%	0.02%	0.02%	0.02%	0.02%	0.03%	0.02%	0.03%	0.02%	0.02%	0.02%
ENSG00000131845.15	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.04%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000131944.11	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%
ENSG00000132017.11	0.05%	na	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%
ENSG00000132259.13	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000132286.12	0.04%	na	na	na	na	na	na	na	na	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.05%	0.04%	0.04%	na	na	na	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	na	na	na	0.04%
ENSG00000132563.17	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%
ENSG00000132591.12	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000132603.15	na	0.05%	na	0.05%	0.05%	na	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	na	na	0.05%	0.05%	na	na	na	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000132698.15	0.04%	na	0.04%	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	na	0.04%	na	0.04%	0.04%	0.04%	na	na	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%
ENSG00000132702.13	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%
ENSG00000132773.12	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%
ENSG00000132855.5	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	na	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	na	na
ENSG00000132879.14	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000133111.4	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000133574.10	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na	na	0.04%	na	0.04%	0.04%	na	0.04%	0.04%	0.04%
ENSG00000133636.11	0.02%	0.02%	na	na	0.02%	na	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	na	na	0.02%	0.02%	0.02%	0.02%	na	na	na	na	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	na
ENSG00000134107.5	na	0.02%	na	na	na	na	na	na	na	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.03%	0.02%	0.02%	na
ENSG00000134200.4	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%
ENSG00000134323.13	na	0.02%	0.02%	0.02%	na	na	na	na	na	na	0.02%	0.02%	na	na	na	0.02%	0.02%	na	0.02%	na	na	0.02%	na	0.02%	na	0.02%	na	0.02%	na	na	na	na	na	na
ENSG00000134363.12	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000135406.15	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000135409.11	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	na	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%
ENSG00000135441.8	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%
ENSG00000135469.14	0.08%	0.08%	0.08%	0.08%	0.08%	na	na	0.08%	na	0.08%	0.08%	na	0.08%	na	0.08%	0.08%	na	0.08%	0.08%	0.08%	0.08%	na	0.08%	0.08%	na	0.08%	0.08%	0.08%	0.08%	na	0.08%	na	0.08%	0.08%
ENSG00000135482.7	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	0.05%	0.04%	0.04%	na	0.04%	na	0.04%	na	na	0.04%	na	0.04%
ENSG00000135587.9	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%
ENSG00000135722.9	na	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	na	0.07%	na	0.07%	0.07%	0.07%	na	0.07%	0.07%	na	0.07%	0.07%	na	na	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%
ENSG00000135940.7	na	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	na	0.03%	0.03%	0.03%	0.03%	na	0.03%	na	na	na	na	na	0.03%	0.03%	0.03%	0.03%	na	na
ENSG00000136159.4	0.01%	0.02%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.02%	0.02%	0.02%	0.02%	0.01%	0.01%	0.01%	0.01%	0.02%	0.01%	0.02%	0.01%	0.01%	0.01%	0.01%	0.02%	0.02%	0.01%	0.01%
ENSG00000136244.12	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	na	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%	0.07%
ENSG00000136444.10	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	na	na	na	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	0.05%	na	0.05%
ENSG00000136463.9	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000136535.15	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	0.05%	na	na	0.05%	0.05%	0.05%	na	na
ENSG00000136630.13	0.02%	0.02%	0.02%	0.02%	na	na	na	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	na	na	0.02%	0.02%	na	0.02%	na	na	0.02%	0.02%	na	na
ENSG00000136694.9	0.01%	0.01%	0.01%	0.01%	0.01%	na	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000136695.15	na	0.03%	0.03%	na	0.03%	na	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	na	na	na	na	0.03%	0.03%	0.03%	na	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%
ENSG00000136697.13	0.02%	0.02%	0.02%	0.02%	0.02%	na	na	0.02%	na	0.02%	na	na	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	na	0.02%	na	na	0.02%	0.02%	0.02%	na	na	0.02%	na	0.02%	na	0.02%	0.02%
ENSG00000136807.14	0.04%	na	na	0.04%	0.04%	na	na	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	na	na	0.04%	0.04%	0.04%	0.04%	0.04%	na	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	0.04%	na
ENSG00000136816.16	0.04%	0.03%	na	0.03%	0.03%	na	0.03%	0.04%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	na	0.03%	0.03%	0.03%	na	na	na	0.04%	0.03%	na	0.03%	0.03%	na	0.03%	na	na	0.03%	0.04%
ENSG00000136918.8	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000136999.5	na	na	0.02%	0.02%	na	na	na	0.02%	0.02%	0.02%	na	0.02%	na	na	0.02%	na	na	0.02%	na	na	na	0.02%	0.02%	na	0.02%	na	na	na	na	na	na	0.02%	0.02%	na
ENSG00000137124.8	na	0.02%	na	na	0.02%	0.02%	na	na	0.02%	na	0.02%	0.02%	0.02%	na	na	na	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	na	0.02%	na	0.02%	na	0.02%	na	na	0.02%	0.02%	na
ENSG00000137161.18	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%	0.01%
ENSG00000137185.13	na	0.06%	0.06%	na	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	na	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%
ENSG00000137193.14	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%
ENSG00000137204.15	0.06%	0.06%	0.06%	0.06%	0.06%	na	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.07%	0.07%	0.06%	0.06%	0.06%	0.07%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.06%	0.07%	0.07%	0.06%	0.06%	0.06%	0.07%
ENSG00000137720.8	0.04%	0.04%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.04%	0.03%	0.03%	0.03%	0.03%	0.03%	0.04%	0.04%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.04%	0.03%	0.03%	0.03%	0.03%
ENSG00000137818.12	0.03%	0.03%	na	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	na	na	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
ENSG00000137880.6	na	0.05%	0.05%	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	na	0.05%	0.05%	0.05%	0.05%	na	0.05%	na	0.05%	na	na	0.05%	0.05%	0.05%	0.05%
ENSG00000138080.14	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.01%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	0.02%	na	0.02%
ENSG00000138085.18	0.04%	na	0.04%	na	na	na	na	na	na	0.04%	0.04%	na	na	na	na	na	na	na	0.04%	na	na	0.04%	0.04%	na	0.04%	0.04%	na	0.04%	na	na	na	na	na	0.04%
ENSG00000138381.10	0.03%	0.03%	0.03%	0.03%	0.03%	na	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%	0.03%
