Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000119915.5	82.57%	82.61%	82.54%	82.57%	82.54%	na	82.50%	100.00%	82.43%	82.57%	82.57%	82.57%	100.00%	82.57%	82.57%	100.00%	82.57%	82.54%	82.54%	82.54%	100.00%	79.96%	80.29%	82.50%	82.39%	82.57%	82.54%	82.57%	100.00%	82.36%	82.57%	82.57%	82.54%	82.57%
ENSG00000121068.14	99.51%	99.51%	99.51%	na	99.51%	99.51%	na	99.51%	99.51%	99.51%	99.51%	99.51%	na	99.51%	99.51%	na	99.51%	99.51%	na	99.51%	99.51%	99.51%	99.51%	na	99.51%	na	99.51%	na	99.51%	99.51%	99.51%	99.51%	99.51%	99.51%
ENSG00000121797.10	100.00%	100.00%	100.00%	na	na	na	100.00%	na	na	na	100.00%	na	100.00%	na	na	na	na	na	na	na	100.00%	100.00%	na	na	na	na	na	na	na	100.00%	na	na	na	na
ENSG00000121807.7	100.00%	na	na	na	100.00%	na	100.00%	na	na	na	na	100.00%	na	na	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	100.00%	na	na
ENSG00000122026.11	99.61%	100.00%	98.23%	99.74%	98.67%	na	99.50%	99.55%	98.06%	100.00%	99.47%	100.00%	99.66%	100.00%	99.66%	99.47%	99.58%	100.00%	99.39%	100.00%	99.92%	99.55%	98.20%	100.00%	99.42%	99.63%	99.36%	100.00%	99.60%	99.66%	100.00%	98.80%	100.00%	99.39%
ENSG00000122035.7	100.00%	97.12%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	97.12%	na	na	100.00%	100.00%	100.00%	na	100.00%	na
ENSG00000122133.17	97.27%	97.27%	97.27%	97.27%	97.27%	na	94.87%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%	97.27%
ENSG00000122140.13	93.46%	93.46%	93.46%	na	93.46%	na	93.46%	93.46%	na	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	na	93.46%	na	93.46%	93.46%	na	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	93.46%	na
ENSG00000122386.11	80.75%	80.75%	80.75%	69.32%	80.75%	na	80.75%	69.32%	80.75%	80.75%	69.32%	69.32%	69.32%	69.32%	69.32%	80.75%	80.75%	80.75%	69.32%	69.32%	69.32%	69.32%	80.75%	80.75%	80.75%	80.75%	80.75%	69.32%	80.75%	69.32%	80.75%	80.75%	80.75%	80.75%
ENSG00000122585.8	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000122852.15	100.00%	84.92%	100.00%	84.92%	84.92%	na	84.92%	100.00%	na	100.00%	100.00%	na	84.92%	na	84.92%	100.00%	100.00%	84.92%	84.92%	100.00%	na	na	84.92%	96.54%	100.00%	84.92%	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%
ENSG00000122861.16	83.30%	na	83.30%	83.30%	83.30%	na	83.30%	83.30%	83.30%	86.64%	na	85.91%	83.30%	83.30%	na	83.30%	83.30%	83.30%	83.30%	na	83.30%	83.30%	83.30%	83.30%	83.30%	83.30%	83.30%	83.30%	83.30%	83.30%	na	na	83.30%	83.30%
ENSG00000123353.10	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	99.42%	100.00%	100.00%	100.00%	na
ENSG00000123395.15	99.81%	99.81%	99.81%	99.81%	99.81%	na	na	99.81%	na	99.81%	na	99.81%	na	na	99.81%	99.81%	na	99.81%	na	99.81%	na	na	na	99.81%	99.81%	na	na	99.81%	na	na	99.81%	na	na	na
ENSG00000123975.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124102.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124103.10	na	na	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	na	na	100.00%	na	na	na	100.00%	na	na	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	na
ENSG00000124157.7	95.75%	95.75%	95.75%	95.75%	95.75%	na	95.75%	95.75%	100.00%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%	100.00%	95.75%	95.75%	95.75%	95.75%	100.00%	95.75%	100.00%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%	95.75%
ENSG00000124216.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124233.12	94.82%	100.00%	94.82%	94.82%	94.82%	na	94.82%	94.82%	100.00%	100.00%	94.82%	94.82%	94.82%	94.82%	94.82%	94.82%	100.00%	94.82%	100.00%	94.82%	94.82%	94.82%	100.00%	100.00%	100.00%	94.82%	94.82%	94.82%	94.82%	100.00%	94.82%	94.82%	94.82%	94.82%
ENSG00000124253.11	100.00%	100.00%	na	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	na	na	na	na	na	na	100.00%	na	na	na	na	100.00%	na	na	100.00%	100.00%
ENSG00000124391.5	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	87.74%	87.20%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	na	87.11%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na
ENSG00000124444.16	78.83%	na	78.83%	78.83%	na	na	78.83%	78.83%	78.83%	78.83%	78.83%	78.83%	na	na	78.83%	80.55%	na	na	78.83%	78.83%	78.83%	78.83%	78.83%	na	78.83%	78.83%	78.83%	na	78.83%	78.83%	na	78.83%	na	78.83%
ENSG00000124593.16	45.26%	45.26%	45.26%	45.26%	45.26%	45.26%	45.26%	45.45%	45.45%	45.26%	45.42%	45.26%	45.26%	45.26%	45.26%	45.45%	45.26%	45.26%	45.41%	45.26%	45.26%	45.45%	45.26%	45.26%	45.26%	45.26%	45.26%	45.26%	45.26%	45.41%	45.26%	45.26%	45.26%	45.26%
ENSG00000124702.19	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124713.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	85.13%	100.00%	100.00%	100.00%	100.00%
ENSG00000124935.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124939.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125084.13	100.00%	100.00%	85.65%	100.00%	85.67%	na	100.00%	85.69%	85.67%	85.63%	85.69%	85.65%	85.69%	100.00%	85.69%	100.00%	85.61%	100.00%	85.69%	100.00%	85.69%	85.69%	100.00%	100.00%	100.00%	85.65%	100.00%	85.69%	100.00%	100.00%	100.00%	85.69%	100.00%	85.69%
ENSG00000125148.7	100.00%	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	96.32%	na	na	96.32%	na	na	na	100.00%	96.32%	na	na	na	na	na	na	na	na	96.32%	na
ENSG00000125356.7	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125363.14	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125398.8	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125445.11	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000125492.11	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125520.14	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%
ENSG00000125534.10	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na
ENSG00000125571.10	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125611.16	95.91%	95.91%	95.91%	95.91%	95.91%	na	95.91%	95.91%	96.31%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%	95.91%
ENSG00000125652.8	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125656.11	88.66%	88.66%	88.66%	88.83%	88.66%	na	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	na	88.66%	na	88.66%	88.66%	na	88.66%	88.66%	88.66%	na	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	88.66%	na
ENSG00000125657.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125787.11	97.18%	97.74%	96.11%	97.18%	97.18%	97.18%	97.18%	97.18%	97.18%	97.18%	97.18%	96.11%	92.38%	97.18%	97.74%	97.18%	97.18%	97.18%	92.38%	97.18%	97.18%	97.18%	97.18%	97.18%	97.18%	97.18%	92.38%	97.18%	97.18%	97.18%	97.18%	96.11%	97.74%	97.18%
ENSG00000125788.6	na	na	na	na	na	na	na	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	na	na	100.00%	100.00%	na	na	na	na	100.00%	100.00%	na
ENSG00000125815.9	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	91.53%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125843.11	85.78%	85.78%	85.78%	85.78%	85.78%	na	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	86.91%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	85.78%	88.15%	85.78%	85.78%	85.78%	85.78%
ENSG00000125901.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125962.16	99.82%	na	99.82%	na	na	na	99.82%	na	na	99.82%	99.82%	99.82%	na	99.82%	99.82%	99.82%	na	na	na	99.82%	99.82%	99.82%	na	99.82%	na	na	99.82%	na	99.82%	99.82%	99.82%	99.82%	na	99.82%
ENSG00000125995.16	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na
ENSG00000126254.12	98.31%	98.31%	98.31%	98.31%	98.31%	na	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	na	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	na	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	98.31%	na	98.31%
ENSG00000126264.10	89.72%	89.72%	89.72%	89.72%	89.72%	na	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%	89.72%
ENSG00000126432.14	94.22%	94.22%	94.22%	94.22%	94.22%	na	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%	94.22%
ENSG00000126549.11	na	97.58%	97.58%	na	na	na	97.58%	na	97.58%	na	97.58%	97.58%	97.58%	na	97.58%	97.58%	97.58%	na	na	na	97.58%	na	na	97.58%	na	97.58%	na	97.58%	na	na	97.58%	na	97.58%	97.58%
ENSG00000126749.17	56.82%	56.82%	na	na	56.82%	56.82%	56.82%	56.82%	56.82%	na	56.82%	na	56.82%	56.82%	na	56.82%	na	56.82%	na	na	56.82%	na	56.82%	na	56.82%	56.82%	56.82%	na	56.82%	na	56.82%	56.82%	na	56.82%
ENSG00000126895.16	na	92.56%	na	92.56%	94.78%	na	94.78%	na	92.56%	94.78%	92.56%	92.56%	92.56%	92.56%	na	94.78%	na	na	92.56%	na	na	92.56%	na	na	92.56%	na	92.56%	92.56%	94.78%	92.43%	92.56%	94.78%	92.56%	92.56%
ENSG00000126947.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000127184.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000127528.6	na	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	na	100.00%	na	na	100.00%	100.00%	100.00%	na
ENSG00000127554.13	na	na	na	na	na	na	na	na	na	100.00%	na	na	na	na	na	na	na	na	na	na	100.00%	100.00%	na	100.00%	na	na	na	na	na	na	na	100.00%	100.00%	na
ENSG00000127561.16	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na
ENSG00000128045.7	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na
ENSG00000128165.9	99.96%	na	na	na	na	na	na	na	na	na	na	99.96%	99.96%	na	na	99.96%	99.96%	99.96%	na	99.96%	na	99.96%	99.96%	99.96%	99.96%	na	na	na	99.96%	99.96%	99.96%	99.96%	na	99.96%
ENSG00000128228.5	na	na	100.00%	na	na	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	na	na	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%
ENSG00000128283.7	na	na	na	100.00%	100.00%	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	98.99%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%
ENSG00000128285.5	100.00%	100.00%	na	na	na	na	na	na	na	na	100.00%	na	100.00%	na	na	100.00%	na	na	na	na	100.00%	na	na	na	na	100.00%	100.00%	na	na	na	100.00%	na	100.00%	na
ENSG00000128482.16	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	99.60%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%
ENSG00000128524.5	na	100.00%	100.00%	na	100.00%	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	na	100.00%	na	na	na
ENSG00000128590.5	na	100.00%	na	na	na	na	na	100.00%	na	na	na	na	na	na	na	100.00%	na	na	na	100.00%	na	na	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	na	na
ENSG00000128626.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	na	100.00%	na	na	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
ENSG00000128917.8	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000128965.13	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	100.00%	na	99.27%	na	na	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	na	na	100.00%	na	na	100.00%
ENSG00000129152.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000129195.16	na	91.60%	91.60%	91.60%	91.60%	na	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	na	na	91.60%	na	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%	91.60%
ENSG00000129226.14	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000129235.11	94.20%	94.20%	94.20%	94.20%	94.20%	na	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	94.20%	na	94.20%	94.20%	na	94.20%
ENSG00000130066.17	98.84%	98.84%	na	98.84%	na	na	na	na	na	98.84%	98.84%	na	na	na	98.84%	na	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	98.84%	na	na	98.84%	na	na	na	na	na	98.84%	98.84%
ENSG00000130173.14	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000130203.10	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na
ENSG00000130208.10	na	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	na	na	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%	98.74%
ENSG00000130222.11	93.48%	93.48%	93.48%	93.48%	93.48%	na	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%	93.48%
ENSG00000130244.13	na	99.50%	99.50%	99.50%	99.50%	na	99.50%	99.50%	na	92.15%	99.50%	99.50%	99.50%	98.47%	99.50%	99.50%	na	na	92.15%	99.50%	99.50%	92.15%	na	na	92.15%	na	99.50%	na	92.15%	99.50%	99.50%	99.50%	na	92.15%
ENSG00000130313.7	93.41%	93.41%	na	93.41%	93.41%	na	93.41%	na	na	93.41%	93.41%	93.41%	93.41%	na	93.41%	93.41%	93.41%	93.41%	93.41%	93.41%	93.41%	93.41%	na	93.41%	93.41%	93.41%	93.41%	93.41%	93.41%	93.41%	93.41%	na	93.41%	93.41%
ENSG00000130427.3	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000130545.16	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	91.52%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000130598.17	na	96.56%	na	na	95.30%	100.00%	100.00%	100.00%	96.32%	100.00%	96.33%	96.29%	96.29%	96.18%	95.43%	96.11%	96.00%	100.00%	96.49%	na	100.00%	93.81%	na	96.22%	na	96.38%	93.54%	96.21%	100.00%	96.25%	100.00%	96.35%	96.32%	96.24%
ENSG00000130706.13	97.35%	97.35%	97.35%	97.35%	97.35%	na	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%	97.35%
ENSG00000130772.14	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	97.18%	na	97.48%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	97.15%	100.00%	100.00%	100.00%	100.00%	na	100.00%	98.07%	100.00%	98.73%	98.06%	100.00%	na	100.00%	na	100.00%
