Gene	sim_110_1050	sim_110_150	sim_110_300	sim_110_450	sim_110_600	sim_110_750	sim_110_900	sim_30_1050	sim_30_150	sim_30_300	sim_30_450	sim_30_600	sim_30_750	sim_30_900	sim_50_1050	sim_50_150	sim_50_300	sim_50_450	sim_50_600	sim_50_750	sim_50_900	sim_70_1050	sim_70_150	sim_70_300	sim_70_450	sim_70_600	sim_70_750	sim_70_900	sim_90_1050	sim_90_150	sim_90_300	sim_90_450	sim_90_600	sim_90_900
ENSG00000112110.10	96.79%	96.41%	96.79%	96.79%	96.41%	96.92%	96.41%	96.41%	96.41%	96.41%	96.79%	96.79%	96.41%	96.41%	96.41%	96.41%	96.41%	96.41%	96.41%	96.41%	96.41%	96.41%	96.92%	97.25%	96.41%	96.41%	96.92%	96.79%	97.25%	96.84%	96.41%	96.79%	96.41%	96.41%
ENSG00000112115.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000112212.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	99.50%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.50%	99.50%
ENSG00000112238.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000112306.8	96.09%	100.00%	100.00%	100.00%	100.00%	na	100.00%	99.65%	100.00%	100.00%	96.08%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	96.11%	100.00%	100.00%	100.00%	100.00%	100.00%	96.11%	100.00%	100.00%	100.00%	96.12%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000112984.12	96.84%	96.59%	96.61%	96.53%	98.10%	na	97.17%	99.13%	95.68%	96.59%	99.51%	96.39%	99.22%	97.92%	99.00%	97.71%	95.68%	99.21%	96.67%	97.98%	95.88%	96.02%	96.49%	96.39%	99.02%	97.92%	96.81%	97.37%	96.62%	98.79%	95.50%	96.68%	96.86%	97.56%
ENSG00000113520.11	99.84%	99.84%	99.84%	99.84%	na	na	99.84%	na	99.84%	na	99.84%	99.84%	99.84%	99.84%	99.84%	99.84%	na	99.84%	99.84%	99.84%	99.84%	99.89%	99.84%	na	99.84%	99.84%	99.84%	99.84%	99.89%	99.84%	99.84%	99.84%	na	na
ENSG00000114125.14	99.53%	na	99.53%	na	99.53%	99.55%	na	99.55%	99.55%	99.53%	99.53%	na	na	na	99.53%	99.53%	99.53%	99.53%	99.53%	99.55%	99.53%	99.55%	99.53%	na	99.53%	na	99.55%	99.53%	na	na	na	na	na	na
ENSG00000114315.4	100.00%	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	100.00%	na	na	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	na	na	100.00%	na	na	100.00%
ENSG00000114349.10	91.02%	99.63%	na	100.00%	89.03%	na	na	89.12%	91.01%	99.63%	na	89.10%	91.01%	98.81%	91.01%	99.64%	91.02%	99.63%	90.98%	91.02%	91.02%	89.14%	na	89.10%	99.64%	91.00%	99.64%	100.00%	89.13%	99.65%	89.11%	na	99.64%	100.00%
ENSG00000114395.11	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	97.18%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	97.66%	100.00%	na	na	na	na	100.00%	100.00%	na	100.00%	100.00%
ENSG00000114784.4	95.04%	na	94.62%	100.00%	100.00%	na	100.00%	na	na	na	na	100.00%	100.00%	na	na	na	na	na	na	94.60%	100.00%	100.00%	na	na	95.04%	100.00%	100.00%	95.04%	na	na	94.67%	94.59%	na	na
ENSG00000114902.14	100.00%	100.00%	90.81%	100.00%	100.00%	na	100.00%	100.00%	90.83%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	90.83%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000114942.15	100.00%	96.70%	na	100.00%	100.00%	na	96.70%	100.00%	94.75%	97.39%	na	96.56%	93.14%	100.00%	na	95.05%	na	97.23%	na	94.78%	100.00%	na	97.14%	na	na	99.83%	92.18%	96.45%	91.76%	100.00%	97.59%	92.87%	na	97.85%
ENSG00000115234.11	98.75%	100.00%	97.39%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	99.94%	100.00%	100.00%	100.00%	100.00%	100.00%	97.47%	97.40%	100.00%	100.00%	99.99%	99.95%	100.00%	100.00%	100.00%	97.76%	100.00%	100.00%	100.00%	100.00%	99.90%	100.00%	na
ENSG00000115255.12	100.00%	94.83%	100.00%	100.00%	100.00%	94.95%	100.00%	100.00%	100.00%	94.83%	100.00%	98.02%	100.00%	94.91%	98.23%	100.00%	97.96%	94.94%	94.85%	94.86%	94.85%	94.85%	100.00%	94.85%	94.87%	98.23%	94.84%	100.00%	94.85%	94.93%	98.02%	94.85%	94.76%	100.00%
ENSG00000115274.15	99.08%	98.98%	98.87%	98.87%	98.98%	98.98%	98.98%	97.49%	97.41%	98.87%	98.87%	99.08%	96.82%	98.87%	96.58%	98.87%	96.69%	95.13%	98.98%	97.36%	98.87%	97.04%	98.87%	98.98%	96.36%	97.49%	97.15%	97.32%	98.87%	98.87%	98.87%	98.87%	99.08%	98.87%
ENSG00000115297.11	95.45%	95.49%	96.14%	100.00%	96.22%	na	na	95.45%	95.61%	95.47%	95.50%	96.18%	95.44%	na	na	95.52%	na	95.67%	96.18%	95.44%	95.44%	95.49%	96.35%	na	96.26%	na	95.45%	95.45%	na	95.46%	100.00%	na	na	na
ENSG00000115386.6	na	81.84%	88.53%	na	93.54%	na	93.77%	92.23%	94.40%	93.90%	93.88%	na	na	na	na	92.53%	93.62%	na	82.29%	93.90%	92.52%	na	na	92.25%	na	91.25%	86.46%	na	92.20%	86.45%	88.54%	93.90%	92.49%	na
ENSG00000115446.12	na	na	na	100.00%	97.88%	na	100.00%	100.00%	na	100.00%	97.57%	97.59%	98.16%	99.88%	na	97.97%	na	100.00%	na	100.00%	na	97.76%	na	97.94%	na	98.13%	100.00%	100.00%	100.00%	na	100.00%	98.07%	na	100.00%
ENSG00000115507.10	92.61%	100.00%	98.14%	na	97.88%	94.53%	92.67%	na	97.88%	na	na	na	na	na	100.00%	100.00%	na	97.88%	96.50%	96.21%	96.50%	na	na	na	na	100.00%	na	93.76%	97.88%	94.42%	na	na	na	na
ENSG00000115541.11	na	98.28%	na	89.12%	93.51%	na	98.50%	92.83%	na	92.87%	na	92.75%	92.75%	93.51%	na	na	88.14%	na	na	98.28%	92.75%	na	98.28%	93.51%	98.28%	na	na	98.28%	85.14%	98.28%	na	98.28%	na	92.75%
ENSG00000115738.10	100.00%	na	100.00%	98.57%	100.00%	na	na	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	na	98.61%	100.00%	100.00%	na	98.57%	100.00%	100.00%	na	na	100.00%	na	na
ENSG00000116014.10	99.41%	99.31%	99.41%	98.71%	98.83%	99.65%	na	99.04%	99.41%	99.41%	99.56%	99.41%	99.31%	na	99.41%	98.81%	99.41%	99.56%	na	98.83%	na	na	na	na	na	99.14%	98.47%	na	na	99.41%	99.41%	99.56%	na	99.65%
ENSG00000116032.5	100.00%	100.00%	na	na	100.00%	na	na	na	na	100.00%	na	na	100.00%	na	na	na	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	na	na	na	na	na	na	100.00%	na	na	na
ENSG00000116096.6	98.63%	98.63%	98.63%	98.63%	98.63%	na	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	na	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	na	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	98.63%	na	98.63%
ENSG00000116157.6	100.00%	100.00%	na	na	na	na	na	100.00%	na	100.00%	100.00%	100.00%	na	na	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	na	100.00%
ENSG00000116586.12	95.04%	95.04%	na	95.04%	na	na	94.62%	94.51%	95.04%	95.04%	90.95%	100.00%	95.04%	100.00%	100.00%	95.04%	na	95.04%	95.04%	na	94.62%	100.00%	91.97%	100.00%	100.00%	95.04%	95.04%	na	90.95%	95.04%	na	100.00%	100.00%	90.95%
ENSG00000116717.13	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	na	94.16%	100.00%	na	100.00%	na	100.00%	100.00%	na	na	na	100.00%	100.00%	na	na	100.00%	100.00%	96.80%	100.00%	100.00%	100.00%	na	na	96.68%	100.00%	96.79%	100.00%
ENSG00000116726.5	99.29%	99.29%	99.29%	99.29%	99.29%	na	99.29%	99.29%	100.00%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	100.00%	100.00%	99.29%	99.29%	99.29%	100.00%	100.00%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%	99.29%
ENSG00000116741.8	100.00%	na	na	100.00%	100.00%	na	100.00%	na	na	na	100.00%	100.00%	100.00%	na	100.00%	na	na	na	na	100.00%	100.00%	100.00%	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%
ENSG00000116863.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%
ENSG00000117152.14	99.10%	97.93%	99.98%	99.98%	99.09%	na	99.98%	98.02%	98.82%	99.98%	98.56%	99.98%	97.97%	99.72%	98.62%	99.98%	99.98%	99.03%	97.66%	99.98%	99.74%	99.74%	98.56%	99.72%	99.03%	99.74%	99.98%	99.98%	99.03%	99.98%	99.05%	98.73%	99.98%	99.73%
ENSG00000117399.14	100.00%	100.00%	96.68%	100.00%	100.00%	na	100.00%	99.36%	100.00%	97.49%	100.00%	96.68%	100.00%	100.00%	99.61%	100.00%	100.00%	100.00%	100.00%	100.00%	99.42%	100.00%	96.68%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	97.02%	100.00%
ENSG00000117560.8	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000117877.11	100.00%	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	na	100.00%	na	na	na	na	na	na	100.00%
ENSG00000118298.12	90.45%	95.78%	96.82%	na	96.57%	na	100.00%	95.78%	100.00%	91.85%	100.00%	100.00%	95.55%	96.32%	96.57%	96.04%	94.81%	na	96.04%	86.34%	100.00%	95.16%	100.00%	95.37%	96.01%	na	96.01%	na	94.07%	94.86%	91.91%	93.26%	95.57%	92.26%
ENSG00000118526.7	na	100.00%	100.00%	na	100.00%	na	na	na	na	na	na	na	na	na	100.00%	na	na	100.00%	na	na	na	100.00%	na	na	na	100.00%	na	na	na	na	na	100.00%	100.00%	na
ENSG00000118655.8	98.80%	98.99%	98.84%	98.83%	98.83%	na	98.83%	98.80%	98.97%	98.83%	98.83%	na	98.97%	98.95%	98.99%	98.59%	98.65%	na	98.58%	98.83%	98.95%	98.80%	98.86%	98.50%	98.47%	98.80%	98.43%	na	na	na	95.84%	98.83%	98.79%	98.83%
ENSG00000119718.11	93.65%	96.59%	90.79%	100.00%	96.54%	94.41%	93.73%	87.93%	97.04%	94.05%	91.25%	93.98%	92.27%	90.09%	88.74%	95.33%	na	91.98%	95.82%	90.14%	96.93%	93.84%	na	92.16%	91.83%	na	na	89.67%	96.66%	96.59%	93.84%	93.85%	98.69%	92.33%
ENSG00000119862.13	99.75%	99.77%	99.76%	99.51%	98.85%	na	99.75%	99.75%	99.42%	99.57%	99.75%	97.89%	98.76%	98.71%	99.81%	99.57%	98.76%	99.74%	98.76%	99.75%	99.76%	99.77%	98.69%	99.76%	99.76%	99.56%	98.76%	99.57%	100.00%	99.75%	99.75%	99.74%	98.78%	97.99%
ENSG00000119915.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000121068.14	95.53%	100.00%	97.99%	na	95.33%	96.43%	na	100.00%	100.00%	97.99%	100.00%	97.99%	na	100.00%	96.18%	na	96.18%	96.22%	na	100.00%	95.53%	97.83%	100.00%	na	96.68%	na	100.00%	na	100.00%	95.37%	100.00%	100.00%	100.00%	94.15%
ENSG00000121797.10	94.31%	93.65%	100.00%	na	na	na	96.35%	na	na	na	91.73%	na	97.22%	na	na	na	na	na	na	na	98.64%	100.00%	na	na	na	na	na	na	na	100.00%	na	na	na	na
ENSG00000121807.7	100.00%	na	na	na	100.00%	na	96.96%	na	na	na	na	100.00%	na	na	99.21%	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	96.79%	na	na
ENSG00000122026.11	100.00%	100.00%	100.00%	100.00%	99.08%	na	100.00%	100.00%	100.00%	100.00%	100.00%	99.14%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	98.97%	98.06%	97.19%	100.00%	100.00%
ENSG00000122035.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	na	na	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	100.00%	na	na	100.00%	100.00%	100.00%	na	100.00%	na
ENSG00000122133.17	90.66%	95.97%	92.33%	95.54%	99.59%	na	97.67%	95.54%	92.20%	96.37%	91.56%	99.59%	99.50%	92.54%	95.17%	99.59%	93.00%	96.37%	99.63%	99.63%	89.65%	91.56%	92.33%	83.65%	91.77%	95.54%	92.39%	90.41%	92.39%	88.50%	93.08%	99.59%	95.06%	99.54%
ENSG00000122140.13	98.17%	98.17%	97.49%	na	96.96%	na	97.53%	97.99%	na	97.49%	97.49%	97.49%	96.96%	97.77%	98.32%	97.13%	97.06%	97.99%	97.52%	97.27%	na	97.77%	na	96.97%	97.49%	na	96.96%	97.75%	97.77%	97.42%	97.05%	97.77%	97.59%	na
ENSG00000122386.11	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	99.95%	100.00%	100.00%	99.73%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000122585.8	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000122852.15	99.60%	100.00%	97.32%	97.56%	100.00%	na	100.00%	92.95%	na	98.93%	100.00%	na	100.00%	na	99.04%	99.50%	100.00%	100.00%	91.11%	98.65%	na	na	100.00%	97.44%	100.00%	98.92%	91.26%	100.00%	na	99.26%	99.22%	na	na	99.08%
ENSG00000122861.16	97.95%	na	98.21%	98.69%	100.00%	na	98.45%	98.45%	98.44%	98.67%	na	98.52%	98.42%	97.95%	na	98.25%	96.57%	98.51%	98.21%	na	98.45%	98.08%	98.32%	98.44%	98.44%	98.39%	97.97%	98.21%	98.36%	97.95%	na	na	98.23%	98.58%
ENSG00000123353.10	94.93%	95.02%	100.00%	94.96%	94.90%	na	na	94.66%	95.05%	94.95%	94.90%	100.00%	94.91%	95.05%	na	na	94.94%	95.05%	95.05%	94.92%	95.05%	100.00%	94.91%	95.04%	94.93%	na	na	95.04%	95.05%	95.04%	94.94%	95.03%	94.99%	na
ENSG00000123395.15	93.70%	97.51%	94.75%	92.51%	97.14%	na	na	91.32%	na	92.30%	na	93.72%	na	na	97.77%	93.27%	na	93.75%	na	92.37%	na	na	na	97.51%	93.05%	na	na	93.00%	na	na	93.85%	na	na	na
ENSG00000123975.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124102.5	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124103.10	na	na	100.00%	na	100.00%	na	100.00%	na	100.00%	100.00%	100.00%	na	na	100.00%	na	100.00%	na	na	100.00%	na	na	na	100.00%	na	na	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	na
ENSG00000124157.7	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124216.4	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124233.12	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124253.11	96.82%	96.82%	na	na	na	na	na	na	na	90.80%	94.14%	96.87%	na	87.37%	na	na	na	na	na	na	na	na	na	na	95.34%	na	na	na	na	92.47%	na	na	97.62%	92.76%
ENSG00000124391.5	na	na	na	100.00%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	na	na	na	na	100.00%	100.00%	100.00%	na	na	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	na
ENSG00000124444.16	100.00%	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	96.80%	na	na	100.00%	100.00%	na	na	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	97.12%	na	100.00%	100.00%	na	100.00%	na	100.00%
ENSG00000124593.16	95.35%	94.56%	95.01%	98.11%	94.56%	95.75%	95.39%	95.01%	94.56%	95.37%	94.63%	98.22%	94.98%	94.63%	94.66%	95.01%	95.01%	95.01%	94.11%	95.39%	94.55%	95.01%	97.40%	94.98%	95.37%	95.01%	98.27%	94.56%	94.93%	95.81%	94.56%	94.56%	94.56%	95.13%
ENSG00000124702.19	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124713.6	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124935.4	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000124939.6	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125084.13	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125148.7	100.00%	100.00%	na	na	na	na	na	na	na	na	na	na	na	na	na	99.52%	na	na	99.49%	na	na	na	99.70%	100.00%	na	na	na	na	na	na	na	na	99.49%	na
ENSG00000125356.7	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%
ENSG00000125363.14	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125398.8	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125445.11	98.10%	98.10%	98.10%	100.00%	na	97.81%	98.11%	96.54%	93.02%	95.73%	100.00%	na	93.64%	na	93.57%	98.10%	94.66%	98.10%	96.27%	98.10%	96.26%	96.24%	98.18%	93.49%	98.10%	na	100.00%	98.10%	100.00%	93.38%	97.73%	95.04%	na	100.00%
ENSG00000125492.11	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125520.14	na	100.00%	98.25%	100.00%	na	na	95.43%	93.18%	91.21%	na	na	89.24%	97.41%	100.00%	na	100.00%	95.07%	na	96.38%	na	96.68%	93.17%	92.48%	100.00%	95.21%	94.19%	100.00%	96.88%	91.95%	100.00%	na	100.00%	98.48%	98.64%
ENSG00000125534.10	na	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	96.97%	100.00%	100.00%	100.00%	96.97%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	96.71%	100.00%	100.00%	100.00%	100.00%	97.40%	100.00%	100.00%	100.00%	100.00%	na
ENSG00000125571.10	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125611.16	95.58%	95.51%	95.58%	92.11%	99.50%	na	95.58%	95.58%	92.68%	95.58%	95.58%	99.50%	99.50%	95.58%	95.58%	95.58%	95.58%	99.50%	95.58%	92.50%	95.58%	94.76%	90.58%	95.58%	99.50%	99.50%	95.58%	95.58%	95.58%	95.58%	99.50%	95.58%	92.76%	99.50%
ENSG00000125652.8	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125656.11	100.00%	97.50%	100.00%	100.00%	100.00%	na	100.00%	97.03%	100.00%	99.18%	100.00%	96.64%	100.00%	na	100.00%	na	100.00%	99.90%	na	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	99.10%	99.19%	100.00%	100.00%	100.00%	100.00%	na
ENSG00000125657.5	100.00%	100.00%	100.00%	100.00%	100.00%	na	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125787.11	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
ENSG00000125788.6	na	na	na	na	na	na	na	na	0.00%	na	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	na	na	0.00%	na	0.00%	0.00%	na	na	0.00%	0.00%	na	na	na	na	0.00%	0.00%	na
